target_id,dealer_id,target_month,target_year,sales_target_units,revenue_target
2232,31,12,2025,28,11549411804
2233,32,1,2020,14,5840588194
2234,32,2,2020,10,3083713500
2235,32,3,2020,10,3201887240
2236,32,4,2020,11,4447208920
2237,32,5,2020,12,4527786936
2238,32,6,2020,10,3505462810
2239,32,7,2020,10,3230793120
2240,32,8,2020,13,5288973001
2241,32,9,2020,10,3290800210
2242,32,10,2020,14,5859730128
2243,32,11,2020,12,3940385880
2244,32,12,2020,11,4605511361
2245,32,1,2021,12,4204328688
2246,32,2,2021,17,6570457296
2247,32,3,2021,13,5170031581
2248,32,4,2021,17,7124406580
2249,32,5,2021,12,3663924276
2250,32,6,2021,17,5498163528
2251,32,7,2021,15,5581578255
2252,32,8,2021,17,6076757253
2253,32,9,2021,12,3693448164
2254,32,10,2021,14,4752092394
2255,32,11,2021,17,5527593928
2256,32,12,2021,16,6296844960
2257,32,1,2022,13,5339768915
2258,32,2,2022,13,4280606473
2259,32,3,2022,15,5692227705
2260,32,4,2022,17,5556999287
2261,32,5,2022,16,5527723408
2262,32,6,2022,16,5394712224
2263,32,7,2022,12,3705761580
2264,32,8,2022,16,4802028656
2265,32,9,2022,15,5432233410
2266,32,10,2022,17,5672102751
2267,32,11,2022,16,5277411312
2268,32,12,2022,15,6021733425
2269,32,1,2023,13,4383412670
2270,32,2,2023,17,6654295839
2271,32,3,2023,15,4973763150
2272,32,4,2023,17,6706358883
2273,32,5,2023,12,4649895384
2274,32,6,2023,14,5115638192
2275,32,7,2023,17,6282442633
2276,32,8,2023,13,4673118801
2277,32,9,2023,12,4013129412
2278,32,10,2023,16,6550333264
2279,32,11,2023,15,4828932570
2280,32,12,2023,17,6495462663
2281,32,1,2024,16,6477868720
2282,32,2,2024,15,5682349785
2283,32,3,2024,14,4747799616
2284,32,4,2024,17,6641384645
2285,32,5,2024,16,6251941376
2286,32,6,2024,14,5565970648
2287,32,7,2024,12,3730385976
2288,32,8,2024,12,3817969356
2289,32,9,2024,14,5783775592
2290,32,10,2024,12,4982478996
2291,32,11,2024,15,4601363010
2292,32,12,2024,12,4541099580
2293,32,1,2025,17,6374707804
2294,32,2,2025,16,4918488464
2295,32,3,2025,17,6584902009
2296,32,4,2025,15,6043872240
2297,32,5,2025,12,4312911024
2298,32,6,2025,15,5905038885
2299,32,7,2025,14,5824502838
2300,32,8,2025,13,4557260695
2301,32,9,2025,15,5451008400
2302,32,10,2025,13,4730078743
2303,32,11,2025,13,4035490082
2304,32,12,2025,16,4877303680
2305,33,1,2020,22,9099913812
2306,33,2,2020,24,9834436992
2307,33,3,2020,24,8798370984
2308,33,4,2020,25,8779889775
2309,33,5,2020,21,7683222645
2310,33,6,2020,17,6222252705
2311,33,7,2020,17,6781806243
2312,33,8,2020,24,7640499936
2313,33,9,2020,20,7023299180
2314,33,10,2020,21,7463633625
2315,33,11,2020,23,9274291173
2316,33,12,2020,23,8074081115
2317,33,1,2021,23,8264504969
2318,33,2,2021,23,8215561314
2319,33,3,2021,27,8824850262
2320,33,4,2021,24,9038433312
2321,33,5,2021,26,9385135552
2322,33,6,2021,20,6393227200
2323,33,7,2021,27,10818808524
2324,33,8,2021,25,9151422050
2325,33,9,2021,21,7833413784
2326,33,10,2021,29,9079468654
2327,33,11,2021,22,6697009066
2328,33,12,2021,22,7385178130
2329,33,1,2022,25,10255666475
2330,33,2,2022,26,7873718528
2331,33,3,2022,27,9988645302
2332,33,4,2022,24,7739005368
2333,33,5,2022,27,10110916719
2334,33,6,2022,24,7201242240
2335,33,7,2022,23,8797411473
2336,33,8,2022,27,8914988115
2337,33,9,2022,21,6672248058
2338,33,10,2022,26,10207347020
2339,33,11,2022,24,7937570976
2340,33,12,2022,22,7836981834
2341,33,1,2023,22,8718948238
2342,33,2,2023,23,8933221758
2343,33,3,2023,26,8299706402
2344,33,4,2023,27,10864272096
2345,33,5,2023,26,10264433894
2346,33,6,2023,27,10522658700
2347,33,7,2023,27,10733035653
2348,33,8,2023,24,7867456872
2349,33,9,2023,27,8342310717
2350,33,10,2023,27,9538455105
2351,33,11,2023,23,8387264502
2352,33,12,2023,25,8895110800
2353,33,1,2024,20,6166138760
2354,33,2,2024,27,8231988366
2355,33,3,2024,27,10961326593
2356,33,4,2024,23,7230376186
2357,33,5,2024,24,9530438784
2358,33,6,2024,22,7099530372
2359,33,7,2024,27,10507170879
2360,33,8,2024,23,7252656309
2361,33,9,2024,21,6519960720
2362,33,10,2024,21,6404137572
2363,33,11,2024,24,8584629336
2364,33,12,2024,24,9091818000
2365,33,1,2025,20,7192829500
2366,33,2,2025,27,9372910761
2367,33,3,2025,21,6577788924
2368,33,4,2025,21,8464824879
2369,33,5,2025,26,9959205490
2370,33,6,2025,20,7173499840
2371,33,7,2025,28,8472214464
2372,33,8,2025,27,8783388873
2373,33,9,2025,21,7727518932
2374,33,10,2025,28,10949350468
2375,33,11,2025,26,8139278290
2376,33,12,2025,26,10432971302
2377,34,1,2020,21,7308077112
2378,34,2,2020,21,7071865899
2379,34,3,2020,17,5511297405
2380,34,4,2020,25,8706875825
2381,34,5,2020,20,7790885960
2382,34,6,2020,22,8881336574
2383,34,7,2020,18,5586888672
2384,34,8,2020,19,7961269686
2385,34,9,2020,17,6548273945
2386,34,10,2020,20,7385711800
2387,34,11,2020,19,6217440775
2388,34,12,2020,19,6643724186
2389,34,1,2021,27,9281194812
2390,34,2,2021,25,8442468900
2391,34,3,2021,23,8084292816
2392,34,4,2021,29,10095341554
2393,34,5,2021,25,8625657025
2394,34,6,2021,22,7766985798
2395,34,7,2021,28,11502794968
2396,34,8,2021,25,10146927250
2397,34,9,2021,22,8184556248
2398,34,10,2021,24,7778434056
2399,34,11,2021,21,7973589141
2400,34,12,2021,21,7912204209
2401,34,1,2022,20,6793860300
2402,34,2,2022,24,8565934704
2403,34,3,2022,27,8676719325
2404,34,4,2022,26,10369957650
2405,34,5,2022,22,6600083380
2406,34,6,2022,26,10601031714
2407,34,7,2022,26,8565285534
2408,34,8,2022,22,6822187174
2409,34,9,2022,20,8320719700
2410,34,10,2022,20,6321378800
2411,34,11,2022,29,11055406883
2412,34,12,2022,26,8351208684
2413,34,1,2023,24,8336404056
2414,34,2,2023,22,8847032590
2415,34,3,2023,22,6721634832
2416,34,4,2023,25,10408644050
2417,34,5,2023,22,7703453824
2418,34,6,2023,26,8634964104
2419,34,7,2023,29,10222058359
2420,34,8,2023,20,8242607280
2421,34,9,2023,29,11309546672
2422,34,10,2023,21,7570377045
2423,34,11,2023,25,8352142275
2424,34,12,2023,25,9735431300
2425,34,1,2024,24,7306048752
2426,34,2,2024,23,9075817480
2427,34,3,2024,22,7345318838
2428,34,4,2024,27,9190983951
2429,34,5,2024,22,8618514806
2430,34,6,2024,24,9758404560
2431,34,7,2024,23,8778435139
2432,34,8,2024,27,8914416957
2433,34,9,2024,28,10236189488
2434,34,10,2024,23,7292260377
2435,34,11,2024,23,9605972977
2436,34,12,2024,26,9369763078
2437,34,1,2025,23,6904277011
2438,34,2,2025,23,9403719211
2439,34,3,2025,22,7581624490
2440,34,4,2025,29,8835105548
2441,34,5,2025,20,6741562820
2442,34,6,2025,27,10431323829
2443,34,7,2025,22,8299714632
2444,34,8,2025,24,9613844616
2445,34,9,2025,22,7923191496
2446,34,10,2025,29,10013072295
2447,34,11,2025,25,9556589650
2448,34,12,2025,29,10190846761
2449,35,1,2020,18,7354877220
2450,35,2,2020,17,7115182414
2451,35,3,2020,17,5769189904
2452,35,4,2020,24,7734305040
2453,35,5,2020,17,7128644238
2454,35,6,2020,24,9917082144
2455,35,7,2020,22,8238172932
2456,35,8,2020,18,6247705680
2457,35,9,2020,22,7940627706
2458,35,10,2020,18,6132914514
2459,35,11,2020,24,7402357224
2460,35,12,2020,21,6770142540
2461,35,1,2021,20,6728357780
2462,35,2,2021,26,10225634172
2463,35,3,2021,24,8060360016
2464,35,4,2021,23,9074491967
2465,35,5,2021,25,9525264125
2466,35,6,2021,24,8801481264
2467,35,7,2021,28,11584365072
2468,35,8,2021,27,10281123828
2469,35,9,2021,27,10281128013
2470,35,10,2021,26,9971246012
2471,35,11,2021,27,11153261547
2472,35,12,2021,22,8839729074
2473,35,1,2022,24,8864671872
2474,35,2,2022,25,7895630650
2475,35,3,2022,24,9903770880
2476,35,4,2022,29,11416206874
2477,35,5,2022,26,10272262494
2478,35,6,2022,28,9510723432
2479,35,7,2022,24,8439351840
2480,35,8,2022,21,8340140760
2481,35,9,2022,29,10276318983
2482,35,10,2022,24,8621328552
2483,35,11,2022,29,9803975538
2484,35,12,2022,20,8338805460
2485,35,1,2023,21,6385021062
2486,35,2,2023,27,8291939598
2487,35,3,2023,22,7418738228
2488,35,4,2023,20,7498974880
2489,35,5,2023,27,11076662952
2490,35,6,2023,24,8392196688
2491,35,7,2023,20,6780891900
2492,35,8,2023,20,6161968360
2493,35,9,2023,22,7390925894
2494,35,10,2023,29,11892337516
2495,35,11,2023,24,7300965336
2496,35,12,2023,23,7528136716
2497,35,1,2024,23,6983263841
2498,35,2,2024,28,11625004356
2499,35,3,2024,21,7342167630
2500,35,4,2024,24,9959659512
2501,35,5,2024,29,9411111001
2502,35,6,2024,26,9079659004
2503,35,7,2024,28,10990902272
2504,35,8,2024,24,8689230720
2505,35,9,2024,21,7736186556
2506,35,10,2024,22,8470234410
2507,35,11,2024,22,6871281340
2508,35,12,2024,24,9651909576
2509,35,1,2025,20,6297652160
2510,35,2,2025,25,7858388600
2511,35,3,2025,25,9076257075
2512,35,4,2025,23,8332697232
2513,35,5,2025,29,11086621091
2514,35,6,2025,25,8438054550
2515,35,7,2025,24,8181474960
2516,35,8,2025,24,8516340000
2517,35,9,2025,27,11002368699
2518,35,10,2025,24,8629700088
2519,35,11,2025,27,11035032543
2520,35,12,2025,22,7487374664
2521,36,1,2020,28,10547168520
2522,36,2,2020,31,9438321411
2523,36,3,2020,34,13524683200
2524,36,4,2020,38,15188002640
2525,36,5,2020,40,13083691120
2526,36,6,2020,31,11105400227
2527,36,7,2020,35,14107334710
2528,36,8,2020,30,10086482160
2529,36,9,2020,38,11435909012
2530,36,10,2020,34,14187200196
2531,36,11,2020,28,10192541492
2532,36,12,2020,31,9580232498
2533,36,1,2021,45,13968521505
2534,36,2,2021,32,12227314336
2535,36,3,2021,36,12253362516
2536,36,4,2021,43,13203230668
2537,36,5,2021,41,17045120896
2538,36,6,2021,47,16442583635
2539,36,7,2021,32,11174167584
2540,36,8,2021,41,12688996766
2541,36,9,2021,37,13447427519
2542,36,10,2021,40,12204770040
2543,36,11,2021,32,12281307456
2544,36,12,2021,33,10001364945
2545,36,1,2022,47,18711607006
2546,36,2,2022,39,14934445383
2547,36,3,2022,46,15823722896
2548,36,4,2022,45,16557623145
2549,36,5,2022,33,10646465610
2550,36,6,2022,47,16356857280
2551,36,7,2022,32,11414110912
2552,36,8,2022,39,15966893085
2553,36,9,2022,46,16793592738
2554,36,10,2022,32,9914808352
2555,36,11,2022,33,12248875320
2556,36,12,2022,42,16296624078
2557,36,1,2023,42,14770230720
2558,36,2,2023,35,12890282650
2559,36,3,2023,46,17061332288
2560,36,4,2023,45,17910112410
2561,36,5,2023,46,18738301250
2562,36,6,2023,43,17134614931
2563,36,7,2023,42,13738529574
2564,36,8,2023,47,15763020364
2565,36,9,2023,32,10512070592
2566,36,10,2023,39,12734634549
2567,36,11,2023,44,18360130976
2568,36,12,2023,40,15560432760
2569,36,1,2024,46,14239955454
2570,36,2,2024,32,11126577568
2571,36,3,2024,44,16328960252
2572,36,4,2024,35,12903048375
2573,36,5,2024,42,13420095780
2574,36,6,2024,32,11858486688
2575,36,7,2024,45,17681079285
2576,36,8,2024,36,14853830580
2577,36,9,2024,33,12906379332
2578,36,10,2024,44,14545317204
2579,36,11,2024,39,12520686048
2580,36,12,2024,45,14543341155
2581,36,1,2025,42,16037491302
2582,36,2,2025,37,14793146305
2583,36,3,2025,42,14967596532
2584,36,4,2025,40,14704710920
2585,36,5,2025,40,12264685320
2586,36,6,2025,46,14742449288
2587,36,7,2025,39,11742769662
2588,36,8,2025,46,15453917580
2589,36,9,2025,45,14312663685
2590,36,10,2025,46,16444707716
2591,36,11,2025,43,16430774505
2592,36,12,2025,32,10593265376
2593,37,1,2020,14,5187568708
2594,37,2,2020,11,3970051448
2595,37,3,2020,14,4502785560
2596,37,4,2020,11,4436572074
2597,37,5,2020,13,4053813426
2598,37,6,2020,11,3918136618
2599,37,7,2020,14,4662451850
2600,37,8,2020,14,4217797850
2601,37,9,2020,14,5374456696
2602,37,10,2020,11,3427654824
2603,37,11,2020,12,3975212136
2604,37,12,2020,12,3973848156
2605,37,1,2021,16,5212557808
2606,37,2,2021,17,5318933242
2607,37,3,2021,14,5328519000
2608,37,4,2021,16,5461245232
2609,37,5,2021,16,6630451712
2610,37,6,2021,14,4222767038
2611,37,7,2021,17,7061696283
2612,37,8,2021,14,5122645542
2613,37,9,2021,16,5472077024
2614,37,10,2021,17,6002694917
2615,37,11,2021,12,4025065728
2616,37,12,2021,12,4675631136
2617,37,1,2022,13,4731559794
2618,37,2,2022,17,6270266230
2619,37,3,2022,12,4544249316
2620,37,4,2022,15,4577526795
2621,37,5,2022,12,4344054156
2622,37,6,2022,13,5182141211
2623,37,7,2022,12,3870944472
2624,37,8,2022,16,6450510592
2625,37,9,2022,13,4327025378
2626,37,10,2022,14,5833168432
2627,37,11,2022,12,5020370688
2628,37,12,2022,17,6091467030
2629,37,1,2023,13,4229733209
2630,37,2,2023,16,5327365536
2631,37,3,2023,13,5191251026
2632,37,4,2023,15,5673211680
2633,37,5,2023,16,5401642176
2634,37,6,2023,12,3712558632
2635,37,7,2023,15,5342723400
2636,37,8,2023,12,4017572004
2637,37,9,2023,13,5078954660
2638,37,10,2023,17,6833996158
2639,37,11,2023,15,6148647075
2640,37,12,2023,16,6438528768
2641,37,1,2024,12,4161066108
2642,37,2,2024,16,6530615008
2643,37,3,2024,17,5911139921
2644,37,4,2024,16,5349736096
2645,37,5,2024,16,5550278240
2646,37,6,2024,13,4338264164
2647,37,7,2024,16,5897400384
2648,37,8,2024,15,5055432585
2649,37,9,2024,12,4305272412
2650,37,10,2024,16,6564151360
2651,37,11,2024,16,5437975904
2652,37,12,2024,12,4625881728
2653,37,1,2025,13,4787174782
2654,37,2,2025,14,5857599706
2655,37,3,2025,17,5111789109
2656,37,4,2025,12,3698366856
2657,37,5,2025,17,5323212839
2658,37,6,2025,16,5132881072
2659,37,7,2025,17,5378721375
2660,37,8,2025,13,4713521644
2661,37,9,2025,12,3948328932
2662,37,10,2025,15,5433017115
2663,37,11,2025,16,6094020896
2664,37,12,2025,14,5117740348
2665,38,1,2020,17,6184821697
2666,38,2,2020,20,8262693300
2667,38,3,2020,24,9002268000
2668,38,4,2020,20,6897111200
2669,38,5,2020,24,8688544536
2670,38,6,2020,22,7600137072
2671,38,7,2020,21,6646877118
2672,38,8,2020,17,5880645559
2673,38,9,2020,24,8106305136
2674,38,10,2020,18,6329874348
2675,38,11,2020,20,6797635040
2676,38,12,2020,18,7329018312
2677,38,1,2021,28,10168192860
2678,38,2,2021,24,7210111224
2679,38,3,2021,20,6274458400
2680,38,4,2021,24,9847234848
2681,38,5,2021,20,6653089220
2682,38,6,2021,27,10131943023
2683,38,7,2021,22,8637219756
2684,38,8,2021,26,9058489856
2685,38,9,2021,21,7314975528
2686,38,10,2021,20,6643851880
2687,38,11,2021,26,8972945930
2688,38,12,2021,29,10696229268
2689,38,1,2022,25,8826601375
2690,38,2,2022,21,7591511046
2691,38,3,2022,25,8709585425
2692,38,4,2022,26,8677368518
2693,38,5,2022,28,11735434368
2694,38,6,2022,24,7918443120
2695,38,7,2022,27,9348670323
2696,38,8,2022,27,9139814793
2697,38,9,2022,25,10280423725
2698,38,10,2022,21,7801310391
2699,38,11,2022,20,6726228700
2700,38,12,2022,29,9136948394
2701,38,1,2023,24,9743104320
2702,38,2,2023,22,8816854200
2703,38,3,2023,22,7376573446
2704,38,4,2023,23,7710824911
2705,38,5,2023,26,10140907374
2706,38,6,2023,21,6692050806
2707,38,7,2023,27,10565371998
2708,38,8,2023,20,8116707440
2709,38,9,2023,24,8639523456
2710,38,10,2023,27,9982817190
2711,38,11,2023,22,7062175208
2712,38,12,2023,27,9168259428
2713,38,1,2024,29,10207840877
2714,38,2,2024,23,7552632958
2715,38,3,2024,29,10472845922
2716,38,4,2024,28,9628718148
2717,38,5,2024,27,10619068761
2718,38,6,2024,28,8732964604
2719,38,7,2024,28,9713321212
2720,38,8,2024,21,8575529214
2721,38,9,2024,27,11186152866
2722,38,10,2024,24,9262518624
2723,38,11,2024,26,7839077636
2724,38,12,2024,24,8825859960
2725,38,1,2025,29,11080842232
2726,38,2,2025,22,8226088178
2727,38,3,2025,29,10048689457
2728,38,4,2025,20,8013454920
2729,38,5,2025,27,10246838715
2730,38,6,2025,22,7103623274
2731,38,7,2025,28,8493841160
2732,38,8,2025,26,10186083882
2733,38,9,2025,29,12028458876
2734,38,10,2025,29,11925823845
2735,38,11,2025,24,9104637168
2736,38,12,2025,27,9280421235
2737,39,1,2020,19,7371719560
2738,39,2,2020,25,9834497600
2739,39,3,2020,17,6585981016
2740,39,4,2020,21,8484390999
2741,39,5,2020,24,7367926440
2742,39,6,2020,17,5770271631
2743,39,7,2020,20,6335524900
2744,39,8,2020,19,5861926873
2745,39,9,2020,22,7466265642
2746,39,10,2020,24,8155535496
2747,39,11,2020,24,8486276928
2748,39,12,2020,23,9368996203
2749,39,1,2021,20,6446567320
2750,39,2,2021,27,10967706261
2751,39,3,2021,25,7617973250
2752,39,4,2021,27,10601755902
2753,39,5,2021,27,11272629249
2754,39,6,2021,24,7909169568
2755,39,7,2021,22,6750919494
2756,39,8,2021,26,8531216928
2757,39,9,2021,28,9319529548
2758,39,10,2021,29,9620733035
2759,39,11,2021,21,6410001360
2760,39,12,2021,20,6051778540
2761,39,1,2022,22,7561812082
2762,39,2,2022,21,6890769165
2763,39,3,2022,24,7675267872
2764,39,4,2022,25,10322136075
2765,39,5,2022,21,7297615920
2766,39,6,2022,27,8558105868
2767,39,7,2022,22,8285421980
2768,39,8,2022,20,7415502800
2769,39,9,2022,25,8351512050
2770,39,10,2022,24,9543128712
2771,39,11,2022,27,10093517460
2772,39,12,2022,27,8579964663
2773,39,1,2023,25,9429919125
2774,39,2,2023,26,8697872794
2775,39,3,2023,25,8668181250
2776,39,4,2023,22,7575654570
2777,39,5,2023,21,7085185380
2778,39,6,2023,24,9396547728
2779,39,7,2023,27,10081048374
2780,39,8,2023,20,7882495080
2781,39,9,2023,26,7919252822
2782,39,10,2023,23,7101586168
2783,39,11,2023,24,9186733800
2784,39,12,2023,23,9476716105
2785,39,1,2024,24,9942395136
2786,39,2,2024,25,9211951700
2787,39,3,2024,25,9501238925
2788,39,4,2024,28,9551630144
2789,39,5,2024,22,8110757622
2790,39,6,2024,22,8802770790
2791,39,7,2024,20,6803527780
2792,39,8,2024,22,7445343818
2793,39,9,2024,20,7569327500
2794,39,10,2024,22,9124899058
2795,39,11,2024,20,7089715840
2796,39,12,2024,29,10957091982
2797,39,1,2025,24,7414958832
2798,39,2,2025,27,10601425908
2799,39,3,2025,23,8893913769
2800,39,4,2025,29,11477907535
2801,39,5,2025,27,8464712895
2802,39,6,2025,20,7119264240
2803,39,7,2025,21,6821172540
2804,39,8,2025,28,10828765332
2805,39,9,2025,25,8471185550
2806,39,10,2025,26,8119413822
2807,39,11,2025,28,10513298628
2808,39,12,2025,25,9944626050
2809,40,1,2020,13,5420062336
2810,40,2,2020,10,4156697630
2811,40,3,2020,11,4108767707
2812,40,4,2020,11,3453914662
2813,40,5,2020,14,4230880780
2814,40,6,2020,10,3182688410
2815,40,7,2020,12,4136226840
2816,40,8,2020,13,4300987782
2817,40,9,2020,12,4310893056
2818,40,10,2020,10,4127746610
2819,40,11,2020,15,4704891300
2820,40,12,2020,11,3972373086
2821,40,1,2021,12,4307686728
2822,40,2,2021,15,5339578785
2823,40,3,2021,17,6046609249
2824,40,4,2021,15,6111218505
2825,40,5,2021,15,5666424585
2826,40,6,2021,14,4994029642
2827,40,7,2021,15,4809741480
2828,40,8,2021,12,4772899536
2829,40,9,2021,14,4291292642
2830,40,10,2021,17,6803682217
2831,40,11,2021,13,4868563492
2832,40,12,2021,12,4160177616
2833,40,1,2022,14,5783566530
2834,40,2,2022,16,5017898912
2835,40,3,2022,16,5500269536
2836,40,4,2022,14,5529460650
2837,40,5,2022,16,5990216368
2838,40,6,2022,13,4956136198
2839,40,7,2022,14,4885755588
2840,40,8,2022,13,3973903934
2841,40,9,2022,14,5135744796
2842,40,10,2022,12,4216744872
2843,40,11,2022,16,6518135312
2844,40,12,2022,15,4781757270
2845,40,1,2023,13,5389854561
2846,40,2,2023,15,5357444070
2847,40,3,2023,17,6979378628
2848,40,4,2023,17,6554669430
2849,40,5,2023,15,6283999860
2850,40,6,2023,13,4943571373
2851,40,7,2023,13,5285563387
2852,40,8,2023,17,6288139877
2853,40,9,2023,16,4914667120
2854,40,10,2023,15,5528772675
2855,40,11,2023,12,3711345840
2856,40,12,2023,15,5219389155
2857,40,1,2024,17,6182526340
2858,40,2,2024,12,4891482384
2859,40,3,2024,14,5329045638
2860,40,4,2024,17,5936021750
2861,40,5,2024,15,4648385790
2862,40,6,2024,16,5940050752
2863,40,7,2024,12,4947864456
2864,40,8,2024,14,5403263726
2865,40,9,2024,15,4572492360
2866,40,10,2024,13,4340172564
2867,40,11,2024,13,4202834948
2868,40,12,2024,13,5331295307
2869,40,1,2025,14,5318867330
2870,40,2,2025,15,5282597565
2871,40,3,2025,12,4897934700
2872,40,4,2025,16,5927703872
2873,40,5,2025,14,4368456512
2874,40,6,2025,17,6621242297
2875,40,7,2025,15,5624190270
2876,40,8,2025,12,4314489408
2877,40,9,2025,15,6008449815
2878,40,10,2025,16,6339994736
2879,40,11,2025,12,4912095492
2880,40,12,2025,12,4066558800
2881,41,1,2020,37,12531719292
2882,41,2,2020,39,14194250070
2883,41,3,2020,31,11100976403
2884,41,4,2020,30,11553408450
2885,41,5,2020,36,13753544976
2886,41,6,2020,35,11161045350
2887,41,7,2020,32,11173259136
2888,41,8,2020,27,8545058145
2889,41,9,2020,27,10430096868
2890,41,10,2020,28,10854643128
2891,41,11,2020,28,11157290452
2892,41,12,2020,31,12043231633
2893,41,1,2021,39,12207550680
2894,41,2,2021,32,13167085472
2895,41,3,2021,42,16646131950
2896,41,4,2021,33,11581817742
2897,41,5,2021,36,14108928768
2898,41,6,2021,45,14524971165
2899,41,7,2021,46,16022011968
2900,41,8,2021,38,13800721212
2901,41,9,2021,46,19284249214
2902,41,10,2021,43,16132898842
2903,41,11,2021,36,14699742804
2904,41,12,2021,39,14471225145
2905,41,1,2022,45,17945722395
2906,41,2,2022,32,11992108064
2907,41,3,2022,39,11756003961
2908,41,4,2022,40,12518026240
2909,41,5,2022,41,12428556238
2910,41,6,2022,42,12867673140
2911,41,7,2022,38,13988307186
2912,41,8,2022,40,16082186320
2913,41,9,2022,40,15012071160
2914,41,10,2022,44,16391775356
2915,41,11,2022,45,15276892860
2916,41,12,2022,38,11681154400
2917,41,1,2023,45,17145617580
2918,41,2,2023,46,19134270860
2919,41,3,2023,46,15896988660
2920,41,4,2023,40,13045300000
2921,41,5,2023,33,10064440617
2922,41,6,2023,41,14398310464
2923,41,7,2023,46,18388968832
2924,41,8,2023,41,15738424410
2925,41,9,2023,40,14748478960
2926,41,10,2023,32,11639639104
2927,41,11,2023,38,12297242054
2928,41,12,2023,42,16892103354
2929,41,1,2024,45,17469633780
2930,41,2,2024,43,17912564954
2931,41,3,2024,34,10306499424
2932,41,4,2024,32,12617714688
2933,41,5,2024,37,15338927533
2934,41,6,2024,36,14718087612
2935,41,7,2024,40,13444592480
2936,41,8,2024,37,13634261683
2937,41,9,2024,34,14138657580
2938,41,10,2024,37,14202721876
2939,41,11,2024,39,12628618392
2940,41,12,2024,41,14625944678
2941,41,1,2025,47,15755320824
2942,41,2,2025,46,14657643734
2943,41,3,2025,40,15829909160
2944,41,4,2025,47,15002716827
2945,41,5,2025,39,12210137160
2946,41,6,2025,46,16122663280
2947,41,7,2025,37,11890810620
2948,41,8,2025,46,16677336340
2949,41,9,2025,44,13458056612
2950,41,10,2025,40,14440510560
2951,41,11,2025,45,15645023100
2952,41,12,2025,46,14607936134
2953,42,1,2020,21,7441082649
2954,42,2,2020,23,9475557526
2955,42,3,2020,17,6624614672
2956,42,4,2020,24,7991246496
2957,42,5,2020,22,8810106580
2958,42,6,2020,17,7041697058
2959,42,7,2020,18,5957833248
2960,42,8,2020,22,8327636438
2961,42,9,2020,23,8635805998
2962,42,10,2020,22,7086149004
2963,42,11,2020,24,9928375800
2964,42,12,2020,18,5809024764
2965,42,1,2021,22,7024662524
2966,42,2,2021,20,6601334900
2967,42,3,2021,25,8528908850
2968,42,4,2021,23,7257726820
2969,42,5,2021,25,9939515100
2970,42,6,2021,27,8591541750
2971,42,7,2021,28,10074956668
2972,42,8,2021,21,6745741926
2973,42,9,2021,25,7758645475
2974,42,10,2021,27,8497360053
2975,42,11,2021,23,9464458991
2976,42,12,2021,24,8287481664
2977,42,1,2022,27,9333174402
2978,42,2,2022,23,8303122958
2979,42,3,2022,21,6929594364
2980,42,4,2022,24,7388027928
2981,42,5,2022,27,10047850632
2982,42,6,2022,29,10215337754
2983,42,7,2022,20,7653905760
2984,42,8,2022,26,10698227800
2985,42,9,2022,20,7227688120
2986,42,10,2022,24,8344457472
2987,42,11,2022,27,8405291376
2988,42,12,2022,23,8967808514
2989,42,1,2023,24,7213448256
2990,42,2,2023,23,8660455811
2991,42,3,2023,24,8758575624
2992,42,4,2023,27,8838559809
2993,42,5,2023,22,8974629950
2994,42,6,2023,25,9478499050
2995,42,7,2023,25,7954546725
2996,42,8,2023,26,8962628636
2997,42,9,2023,25,8026112825
2998,42,10,2023,27,8804845449
2999,42,11,2023,25,9286411400
3000,42,12,2023,23,8143927170
3001,42,1,2024,22,8761444538
3002,42,2,2024,24,9845228856
3003,42,3,2024,27,9592069275
3004,42,4,2024,29,9369159485
3005,42,5,2024,26,10267609898
3006,42,6,2024,22,8617817560
3007,42,7,2024,28,8935438260
3008,42,8,2024,29,10117572519
3009,42,9,2024,28,10691997792
3010,42,10,2024,21,7495828137
3011,42,11,2024,21,7724745609
3012,42,12,2024,23,9608294965
3013,42,1,2025,25,8543594925
3014,42,2,2025,29,11570690686
3015,42,3,2025,24,7263726360
3016,42,4,2025,28,8805577872
3017,42,5,2025,20,7303982960
3018,42,6,2025,21,6500238381
3019,42,7,2025,25,8881846025
3020,42,8,2025,26,10752826266
3021,42,9,2025,20,7141527440
3022,42,10,2025,20,6023014540
3023,42,11,2025,28,11260425204
3024,42,12,2025,22,7837633716
3025,43,1,2020,17,5968200897
3026,43,2,2020,18,6673675770
3027,43,3,2020,25,8410065700
3028,43,4,2020,20,7955358000
3029,43,5,2020,20,6776252800
3030,43,6,2020,19,7952074883
3031,43,7,2020,18,6510682314
3032,43,8,2020,18,5868705384
3033,43,9,2020,21,6301062600
3034,43,10,2020,24,9985170624
3035,43,11,2020,21,7309900773
3036,43,12,2020,19,7930864651
3037,43,1,2021,25,9346262050
3038,43,2,2021,29,10795479796
3039,43,3,2021,21,6397240290
3040,43,4,2021,21,7304772258
3041,43,5,2021,25,9394713225
3042,43,6,2021,23,8210656242
3043,43,7,2021,21,7037666349
3044,43,8,2021,29,9082252219
3045,43,9,2021,25,7829189000
3046,43,10,2021,26,9623876834
3047,43,11,2021,28,10278876020
3048,43,12,2021,28,11273282608
3049,43,1,2022,29,9802801821
3050,43,2,2022,27,10076720355
3051,43,3,2022,20,6742119480
3052,43,4,2022,26,9366428058
