inventory_id,dealer_id,vehicle_id,stock_available,stock_in,stock_out,inventory_month
2470,35,124,7,6,11,2025-06-01
2471,35,124,5,10,14,2025-02-01
2472,35,124,0,3,3,2025-11-01
2473,35,124,18,4,4,2025-07-01
2474,35,124,18,18,2,2024-05-01
2475,35,124,49,24,1,2025-10-01
2476,35,124,0,21,25,2025-04-01
2477,35,124,25,6,8,2024-02-01
2478,35,161,26,17,16,2025-09-01
2479,35,161,25,18,17,2024-06-01
2480,35,161,34,19,10,2024-05-01
2481,35,161,0,2,6,2024-11-01
2482,35,161,7,12,5,2024-09-01
2483,35,161,1,5,4,2025-07-01
2484,35,161,39,23,8,2025-11-01
2485,35,121,2,2,2,2025-06-01
2486,35,121,3,10,7,2024-10-01
2487,35,121,32,16,3,2025-12-01
2488,35,121,32,21,0,2025-04-01
2489,35,121,20,11,1,2025-09-01
2490,35,121,31,12,7,2025-05-01
2491,36,166,34,17,10,2025-09-01
2492,36,166,22,17,7,2025-08-01
2493,36,166,27,9,6,2025-01-01
2494,36,166,25,15,14,2024-07-01
2495,36,166,37,18,11,2024-10-01
2496,36,166,31,11,4,2025-11-01
2497,36,166,18,21,11,2024-01-01
2498,36,166,9,9,13,2025-10-01
2499,36,126,3,5,2,2025-11-01
2500,36,126,18,4,0,2024-08-01
2501,36,126,9,18,21,2025-05-01
2502,36,126,7,14,15,2024-12-01
2503,36,126,9,15,18,2024-09-01
2504,36,126,20,7,11,2025-02-01
2505,36,126,31,15,11,2025-03-01
2506,36,126,11,20,18,2024-04-01
2507,36,126,10,11,1,2024-11-01
2508,36,179,0,2,4,2024-09-01
2509,36,179,11,3,4,2025-12-01
2510,36,179,23,14,7,2025-04-01
2511,36,179,39,17,3,2025-01-01
2512,36,179,18,2,7,2025-02-01
2513,36,179,41,21,3,2024-08-01
2514,36,179,12,22,23,2025-07-01
2515,36,179,23,6,9,2025-06-01
2516,36,179,29,22,5,2025-10-01
2517,36,151,16,21,15,2025-12-01
2518,36,151,21,4,8,2024-04-01
2519,36,151,25,13,18,2024-01-01
2520,36,151,28,13,3,2025-09-01
2521,36,151,9,13,4,2025-08-01
2522,36,151,5,2,5,2024-03-01
2523,36,151,30,16,9,2024-09-01
2524,36,151,25,5,8,2024-08-01
2525,36,151,31,17,0,2025-05-01
2526,36,151,32,22,8,2025-06-01
2527,36,117,35,13,5,2024-11-01
2528,36,117,22,19,1,2025-02-01
2529,36,117,28,21,0,2024-12-01
2530,36,117,17,24,22,2025-07-01
2531,36,117,26,16,6,2024-07-01
2532,36,117,25,16,21,2024-04-01
2533,36,142,10,25,24,2024-02-01
2534,36,142,39,13,4,2024-10-01
2535,36,142,17,16,10,2024-08-01
2536,36,142,31,20,0,2024-01-01
2537,36,142,26,16,10,2025-06-01
2538,36,142,20,3,0,2024-05-01
2539,36,142,27,17,19,2025-12-01
2540,36,142,21,10,4,2025-08-01
2541,36,142,0,4,8,2025-02-01
2542,36,172,0,3,6,2024-04-01
2543,36,172,23,15,1,2024-12-01
2544,36,172,9,10,7,2025-01-01
2545,36,172,34,13,7,2025-08-01
2546,36,172,32,19,8,2025-04-01
2547,36,172,31,2,1,2024-06-01
2548,36,172,32,16,10,2025-05-01
2549,36,146,25,3,1,2025-07-01
2550,36,146,17,3,4,2024-09-01
2551,36,146,45,15,0,2025-10-01
2552,36,146,17,22,5,2025-08-01
2553,36,146,20,13,11,2024-05-01
2554,36,146,32,23,13,2025-01-01
2555,36,146,38,13,1,2025-02-01
2556,36,146,22,22,10,2025-05-01
2557,36,146,13,4,6,2024-01-01
2558,36,146,24,19,16,2025-03-01
2559,36,146,24,13,5,2025-11-01
2560,36,146,11,6,8,2024-07-01
2561,36,152,22,11,5,2025-01-01
2562,36,152,24,8,2,2024-11-01
2563,36,152,16,10,3,2025-05-01
2564,36,152,17,25,17,2024-07-01
2565,36,152,8,23,28,2025-04-01
2566,36,152,21,18,14,2025-07-01
2567,36,152,14,17,19,2025-10-01
2568,36,152,25,3,7,2024-08-01
2569,36,152,24,18,1,2024-05-01
2570,36,152,25,22,12,2025-03-01
2571,36,154,22,11,3,2025-03-01
2572,36,154,40,24,1,2025-10-01
2573,36,154,17,14,19,2025-01-01
2574,36,154,19,9,9,2025-12-01
2575,36,154,13,17,14,2024-12-01
2576,36,154,34,17,0,2024-01-01
2577,36,154,20,5,9,2024-07-01
2578,36,154,22,16,2,2024-03-01
2579,36,154,22,9,3,2024-02-01
2580,36,154,20,25,27,2025-09-01
2581,36,154,13,16,8,2025-02-01
2582,37,128,16,22,14,2024-02-01
2583,37,128,8,9,10,2025-05-01
2584,37,128,33,23,11,2025-10-01
2585,37,128,10,6,5,2025-01-01
2586,37,128,30,13,7,2024-03-01
2587,37,128,12,14,19,2024-08-01
2588,37,128,24,2,7,2024-09-01
2589,37,128,27,12,8,2024-01-01
2590,37,128,22,9,5,2025-02-01
2591,37,128,12,11,3,2025-06-01
2592,37,128,30,13,5,2025-04-01
2593,37,185,36,14,7,2024-05-01
2594,37,185,5,9,9,2025-07-01
2595,37,185,3,9,8,2025-12-01
2596,37,185,36,22,11,2025-08-01
2597,37,185,24,6,9,2024-07-01
2598,37,185,24,21,3,2025-06-01
2599,37,185,19,8,6,2024-11-01
2600,37,185,27,21,5,2025-10-01
2601,37,185,21,10,9,2024-02-01
2602,37,185,11,22,21,2024-12-01
2603,37,185,38,19,2,2025-03-01
2604,37,177,36,15,4,2025-04-01
2605,37,177,4,3,0,2024-08-01
2606,37,177,18,18,19,2024-01-01
2607,37,177,32,5,2,2025-01-01
2608,37,177,27,22,17,2024-04-01
2609,37,177,14,13,0,2024-10-01
2610,37,177,14,17,10,2025-06-01
2611,37,177,11,6,0,2025-07-01
2612,37,177,51,24,0,2025-10-01
2613,37,177,22,15,4,2024-06-01
2614,37,177,28,23,16,2025-05-01
2615,37,177,26,6,3,2025-09-01
2616,37,132,29,8,8,2025-09-01
2617,37,132,26,12,14,2025-02-01
2618,37,132,28,16,2,2024-11-01
2619,37,132,13,5,7,2025-06-01
2620,37,132,22,5,6,2025-12-01
2621,37,132,10,12,11,2024-03-01
2622,37,110,17,23,11,2024-11-01
2623,37,110,22,4,1,2024-04-01
2624,37,110,18,9,12,2025-01-01
2625,37,110,42,18,3,2024-08-01
2626,37,110,26,13,14,2024-02-01
2627,37,110,23,23,13,2024-07-01
2628,37,156,28,12,3,2025-06-01
2629,37,156,13,2,2,2025-07-01
2630,37,156,28,13,15,2025-11-01
2631,37,156,19,20,7,2025-12-01
2632,37,156,28,7,4,2024-04-01
2633,37,156,32,20,6,2025-04-01
2634,37,156,0,3,5,2024-06-01
2635,37,155,38,21,7,2025-09-01
2636,37,155,33,14,1,2024-01-01
2637,37,155,11,15,7,2025-08-01
2638,37,155,6,7,3,2025-10-01
2639,37,155,11,6,4,2024-10-01
2640,37,155,22,5,3,2025-01-01
2641,37,155,26,15,11,2024-04-01
2642,37,155,0,25,29,2025-07-01
2643,37,155,38,25,6,2025-06-01
2644,38,149,25,17,1,2025-08-01
2645,38,149,25,23,25,2024-10-01
2646,38,149,14,9,13,2025-04-01
2647,38,149,52,24,0,2024-08-01
2648,38,149,27,14,1,2025-03-01
2649,38,149,31,12,0,2024-09-01
2650,38,149,23,6,11,2025-02-01
2651,38,149,2,10,9,2025-10-01
2652,38,149,23,5,0,2024-02-01
2653,38,149,45,18,0,2025-06-01
2654,38,184,3,14,14,2024-12-01
2655,38,184,15,11,0,2025-10-01
2656,38,184,24,21,6,2025-04-01
2657,38,184,24,20,17,2024-02-01
2658,38,184,12,18,23,2024-07-01
2659,38,184,11,25,21,2025-06-01
2660,38,184,41,24,3,2025-11-01
2661,38,184,10,6,9,2025-07-01
2662,38,184,10,15,18,2024-01-01
2663,38,184,13,10,6,2025-01-01
2664,38,165,36,13,4,2025-12-01
2665,38,165,17,13,11,2024-11-01
2666,38,165,10,17,14,2024-03-01
2667,38,165,8,9,13,2024-10-01
2668,38,165,7,5,9,2025-02-01
2669,38,165,33,25,14,2025-03-01
2670,38,165,24,2,1,2024-09-01
2671,38,165,7,10,11,2025-05-01
2672,38,165,23,5,8,2025-10-01
2673,38,165,20,20,23,2024-04-01
2674,38,165,25,7,2,2025-06-01
2675,38,165,27,3,2,2024-12-01
2676,38,183,16,17,11,2025-05-01
2677,38,183,28,8,10,2024-09-01
2678,38,183,6,9,5,2025-01-01
2679,38,183,30,23,18,2024-03-01
2680,38,183,15,6,3,2024-02-01
2681,38,183,0,18,22,2024-11-01
2682,38,183,21,15,18,2025-10-01
2683,38,116,16,11,5,2024-12-01
2684,38,116,21,15,7,2025-03-01
2685,38,116,5,15,19,2025-01-01
2686,38,116,25,6,11,2024-06-01
2687,38,116,22,3,6,2025-05-01
2688,38,116,9,16,9,2024-01-01
2689,38,111,22,18,13,2025-05-01
2690,38,111,22,17,12,2025-03-01
2691,38,111,33,21,7,2024-01-01
2692,38,111,3,10,9,2024-03-01
2693,38,111,6,6,2,2024-06-01
2694,38,111,18,24,12,2025-09-01
2695,38,111,0,19,23,2025-10-01
2696,38,111,12,13,14,2025-04-01
2697,38,111,7,25,22,2025-06-01
2698,38,143,12,14,14,2025-08-01
2699,38,143,10,23,27,2025-06-01
2700,38,143,32,10,2,2025-03-01
2701,38,143,27,15,5,2024-05-01
2702,38,143,27,25,24,2024-08-01
2703,38,143,43,21,1,2025-07-01
2704,38,143,29,16,3,2025-04-01
2705,38,143,0,8,12,2024-09-01
2706,38,114,13,8,0,2024-03-01
2707,38,114,15,8,13,2025-10-01
2708,38,114,4,5,8,2025-02-01
2709,38,114,25,23,11,2024-11-01
2710,38,114,33,24,15,2025-03-01
2711,38,114,20,24,29,2024-10-01
2712,38,114,29,3,4,2025-05-01
2713,38,114,13,13,13,2025-12-01
2714,38,114,18,5,2,2024-12-01
2715,38,114,21,4,4,2025-08-01
2716,38,114,0,7,9,2024-08-01
2717,38,114,36,19,12,2024-05-01
2718,38,160,0,5,10,2024-10-01
2719,38,160,25,5,0,2024-04-01
2720,38,160,28,4,5,2024-06-01
2721,38,160,30,24,4,2024-12-01
2722,38,160,31,10,4,2025-04-01
2723,38,160,20,14,16,2025-09-01
2724,38,160,32,23,7,2024-08-01
2725,38,160,33,19,10,2024-02-01
2726,39,171,8,5,4,2024-09-01
2727,39,171,28,17,4,2025-05-01
2728,39,171,27,24,0,2024-11-01
2729,39,171,1,16,19,2025-09-01
2730,39,171,14,5,10,2024-05-01
2731,39,171,41,13,0,2025-02-01
2732,39,171,13,13,9,2024-12-01
2733,39,171,23,3,1,2024-06-01
2734,39,171,5,4,3,2024-03-01
2735,39,171,29,7,0,2025-12-01
2736,39,171,12,22,12,2024-02-01
2737,39,171,13,19,15,2025-11-01
2738,39,133,26,14,12,2024-10-01
2739,39,133,23,2,7,2024-11-01
2740,39,133,23,10,8,2024-01-01
2741,39,133,27,10,9,2025-06-01
2742,39,133,28,16,5,2024-08-01
2743,39,133,15,12,17,2025-09-01
2744,39,133,25,4,4,2025-07-01
2745,39,133,35,20,1,2025-11-01
2746,39,133,16,15,11,2024-04-01
2747,39,133,0,14,18,2024-06-01
2748,39,133,21,11,7,2024-03-01
2749,39,110,35,15,7,2024-11-01
2750,39,110,42,20,7,2025-08-01
2751,39,110,14,16,6,2025-10-01
2752,39,110,17,8,8,2025-03-01
2753,39,110,43,25,4,2025-07-01
2754,39,110,5,5,2,2024-07-01
2755,39,110,34,19,11,2024-06-01
2756,39,110,25,16,7,2024-01-01
2757,39,110,2,9,10,2024-04-01
2758,39,110,12,2,3,2024-02-01
2759,39,156,30,3,3,2024-03-01
2760,39,156,25,6,8,2025-10-01
2761,39,156,24,14,18,2024-05-01
2762,39,156,29,23,16,2024-09-01
2763,39,156,14,3,5,2025-09-01
2764,39,156,11,3,3,2024-10-01
2765,39,156,7,7,6,2024-11-01
2766,39,119,0,12,15,2025-08-01
2767,39,119,7,10,8,2024-09-01
2768,39,119,35,20,1,2025-12-01
2769,39,119,21,23,23,2025-02-01
2770,39,119,26,22,22,2025-01-01
2771,39,119,7,19,22,2025-05-01
2772,39,119,24,21,25,2024-03-01
2773,39,119,6,18,17,2024-07-01
2774,39,119,14,8,11,2024-04-01
2775,39,119,21,22,9,2024-05-01
2776,39,119,9,3,3,2024-12-01
2777,39,183,5,4,6,2025-05-01
2778,39,183,26,18,2,2025-03-01
2779,39,183,10,11,6,2025-01-01
2780,39,183,22,3,7,2025-04-01
2781,39,183,12,17,8,2024-11-01
2782,39,183,35,8,2,2024-09-01
2783,40,172,0,3,5,2024-06-01
2784,40,172,0,6,9,2024-08-01
2785,40,172,0,24,29,2024-10-01
2786,40,172,27,25,17,2025-01-01
2787,40,172,21,8,4,2024-05-01
2788,40,172,7,3,4,2025-07-01
2789,40,181,27,15,8,2024-05-01
2790,40,181,9,15,16,2025-11-01
2791,40,181,5,4,2,2025-07-01
2792,40,181,12,6,6,2024-02-01
2793,40,181,18,25,17,2025-08-01
2794,40,181,12,8,13,2024-03-01
2795,40,181,20,19,1,2025-09-01
2796,40,181,15,24,17,2024-07-01
2797,40,181,22,19,4,2024-09-01
2798,40,181,16,10,5,2025-10-01
2799,40,181,43,23,2,2025-05-01
2800,40,115,14,6,4,2025-03-01
2801,40,115,16,20,8,2024-01-01
2802,40,115,24,18,19,2024-06-01
2803,40,115,7,16,10,2024-03-01
2804,40,115,0,15,18,2025-01-01
2805,40,115,35,25,9,2024-12-01
2806,40,115,45,22,5,2024-02-01
2807,40,115,18,13,17,2024-11-01
2808,40,115,20,24,22,2025-08-01
2809,40,115,12,17,7,2024-08-01
2810,40,115,19,6,9,2024-09-01
2811,40,135,30,25,5,2025-05-01
2812,40,135,23,11,10,2025-09-01
2813,40,135,27,13,13,2025-08-01
2814,40,135,2,7,7,2024-06-01
2815,40,135,30,4,0,2025-11-01
2816,40,135,17,2,3,2024-02-01
2817,40,110,25,3,8,2024-03-01
2818,40,110,20,9,6,2024-08-01
2819,40,110,8,7,12,2025-01-01
2820,40,110,27,24,11,2024-07-01
2821,40,110,24,8,6,2025-06-01
2822,40,110,5,17,22,2024-11-01
2823,40,156,23,23,27,2025-08-01
2824,40,156,22,16,3,2025-04-01
2825,40,156,19,10,2,2025-07-01
2826,40,156,0,2,5,2024-11-01
2827,40,156,24,21,18,2024-08-01
2828,40,156,17,17,12,2025-10-01
2829,40,156,19,13,5,2024-12-01
2830,40,156,35,16,0,2025-06-01
2831,40,156,6,15,12,2025-12-01
2832,40,156,18,17,14,2024-03-01
2833,40,156,15,23,28,2024-06-01
2834,40,114,22,6,1,2024-02-01
2835,40,114,25,8,8,2024-07-01
2836,40,114,37,25,2,2025-01-01
2837,40,114,0,4,7,2025-02-01
2838,40,114,18,25,14,2025-03-01
2839,40,114,24,23,13,2025-06-01
2840,40,114,24,12,16,2025-04-01
2841,40,114,35,13,5,2024-04-01
2842,40,168,21,10,10,2024-08-01
2843,40,168,23,5,10,2024-12-01
2844,40,168,8,6,1,2024-03-01
2845,40,168,0,9,13,2024-02-01
2846,40,168,7,9,8,2024-09-01
2847,40,168,19,17,0,2025-08-01
2848,40,168,20,7,8,2025-03-01
2849,40,168,0,4,9,2024-01-01
2850,40,168,13,5,3,2024-05-01
2851,40,168,4,10,14,2025-02-01
2852,40,168,28,12,14,2025-04-01
2853,40,159,16,12,15,2024-08-01
2854,40,159,34,15,6,2024-03-01
2855,40,159,16,18,5,2025-04-01
2856,40,159,25,5,0,2025-02-01
2857,40,159,29,19,1,2024-10-01
2858,40,159,23,15,11,2024-01-01
2859,40,159,37,14,6,2024-06-01
2860,40,159,26,12,3,2025-08-01
2861,40,159,8,6,4,2025-01-01
2862,40,148,35,8,1,2025-10-01
2863,40,148,14,10,6,2024-10-01
2864,40,148,10,18,21,2024-09-01
2865,40,148,25,18,8,2025-09-01
2866,40,148,25,7,6,2025-07-01
2867,40,148,17,9,2,2025-04-01
2868,40,148,29,17,9,2024-03-01
2869,40,148,21,23,3,2024-07-01
2870,40,148,31,7,2,2025-02-01
2871,40,148,12,16,21,2025-08-01
2872,40,148,30,6,5,2025-03-01
2873,40,148,25,3,1,2024-06-01
2874,41,145,16,22,21,2025-05-01
2875,41,145,33,4,0,2024-09-01
2876,41,145,23,13,1,2025-10-01
2877,41,145,18,24,27,2025-09-01
2878,41,145,20,24,4,2024-12-01
2879,41,145,12,6,4,2024-03-01
2880,41,145,25,12,8,2024-06-01
2881,41,145,28,13,4,2025-03-01
2882,41,123,12,15,15,2024-04-01
2883,41,123,15,9,9,2024-09-01
2884,41,123,12,8,7,2024-02-01
2885,41,123,30,15,2,2025-11-01
2886,41,123,13,22,18,2025-05-01
2887,41,123,5,4,1,2025-09-01
2888,41,123,20,20,21,2025-06-01
2889,41,123,19,16,17,2024-06-01
2890,41,123,30,21,3,2025-12-01
2891,41,166,27,16,10,2024-09-01
2892,41,166,11,11,5,2024-12-01
2893,41,166,19,15,5,2024-01-01
2894,41,166,8,12,5,2024-05-01
2895,41,166,20,18,11,2024-03-01
2896,41,166,31,25,14,2024-10-01
2897,41,166,18,17,2,2025-09-01
2898,41,166,11,22,24,2025-12-01
2899,41,166,13,25,20,2024-04-01
2900,41,166,9,22,13,2025-01-01
2901,41,166,17,9,1,2024-02-01
2902,41,141,22,5,1,2025-01-01
2903,41,141,19,13,18,2025-03-01
2904,41,141,0,5,6,2025-06-01
2905,41,141,22,3,0,2024-09-01
2906,41,141,6,23,19,2025-09-01
2907,41,141,30,10,7,2024-04-01
2908,41,141,13,8,11,2025-07-01
2909,41,141,13,12,3,2025-11-01
2910,41,141,24,10,5,2024-11-01
2911,41,141,9,17,8,2024-12-01
2912,41,141,47,25,8,2024-05-01
2913,41,141,27,25,20,2024-08-01
2914,41,105,23,23,7,2025-06-01
2915,41,105,0,10,13,2025-11-01
2916,41,105,23,14,17,2025-03-01
2917,41,105,21,13,10,2025-04-01
2918,41,105,22,12,3,2025-01-01
2919,41,105,20,15,13,2025-08-01
2920,41,177,8,20,20,2024-08-01
2921,41,177,4,4,6,2024-09-01
2922,41,177,5,9,9,2025-09-01
2923,41,177,24,9,3,2024-03-01
2924,41,177,23,21,0,2025-04-01
2925,41,177,40,12,0,2025-02-01
2926,41,177,24,24,27,2024-05-01
2927,42,119,31,8,3,2025-02-01
2928,42,119,11,3,6,2024-09-01
2929,42,119,14,6,10,2025-01-01
2930,42,119,15,9,10,2025-09-01
2931,42,119,30,7,6,2024-01-01
2932,42,119,21,16,20,2024-02-01
2933,42,119,7,2,3,2024-06-01
2934,42,119,19,24,12,2025-07-01
2935,42,119,18,4,4,2025-04-01
2936,42,119,11,10,14,2025-10-01
2937,42,119,4,25,27,2025-06-01
2938,42,134,27,25,8,2024-03-01
2939,42,134,31,25,11,2024-11-01
2940,42,134,20,3,6,2025-09-01
2941,42,134,3,20,21,2024-04-01
2942,42,134,8,19,11,2025-05-01
2943,42,134,22,9,5,2025-07-01
2944,42,134,22,5,5,2025-11-01
2945,42,134,16,18,20,2024-08-01
2946,42,134,47,19,2,2025-01-01
2947,42,134,3,3,8,2025-10-01
2948,42,134,17,12,15,2025-08-01
2949,42,134,32,21,17,2025-04-01
2950,42,105,15,25,29,2025-09-01
2951,42,105,34,25,9,2025-05-01
2952,42,105,47,23,1,2024-10-01
2953,42,105,0,17,22,2025-04-01
2954,42,105,27,19,0,2024-01-01
2955,42,105,6,12,14,2024-04-01
2956,42,105,34,20,14,2024-03-01
2957,42,105,45,16,1,2025-12-01
2958,42,105,21,4,8,2025-08-01
2959,42,105,7,13,6,2024-12-01
2960,42,145,6,15,11,2025-01-01
2961,42,145,46,25,3,2025-11-01
2962,42,145,13,19,14,2024-12-01
2963,42,145,22,12,2,2024-03-01
2964,42,145,46,16,0,2024-11-01
2965,42,145,19,6,5,2024-09-01
2966,42,145,24,25,15,2025-04-01
2967,42,145,27,23,14,2025-08-01
2968,42,145,17,7,0,2024-05-01
2969,42,160,34,5,0,2025-10-01
2970,42,160,8,21,26,2024-11-01
2971,42,160,33,18,11,2024-04-01
2972,42,160,38,18,7,2024-06-01
2973,42,160,16,12,12,2025-02-01
2974,42,160,3,14,18,2025-03-01
2975,42,160,36,23,10,2025-12-01
2976,42,160,18,19,12,2024-09-01
2977,42,163,17,21,12,2025-06-01
2978,42,163,21,18,15,2025-08-01
2979,42,163,22,9,4,2024-08-01
2980,42,163,27,13,16,2025-03-01
2981,42,163,7,13,12,2024-09-01
2982,42,163,10,19,17,2025-10-01
2983,42,163,0,6,8,2024-06-01
2984,42,126,22,13,6,2024-12-01
2985,42,126,19,24,17,2024-06-01
2986,42,126,8,13,8,2024-11-01
2987,42,126,37,13,3,2024-09-01
2988,42,126,8,15,15,2025-12-01
2989,42,126,11,22,20,2025-01-01
2990,42,126,29,12,2,2025-05-01
2991,42,126,10,21,16,2025-11-01
2992,42,126,22,19,14,2025-03-01
2993,43,110,9,10,11,2025-02-01
2994,43,110,27,23,5,2025-08-01
2995,43,110,3,11,8,2025-06-01
2996,43,110,14,15,9,2024-01-01
2997,43,110,26,4,4,2024-09-01
2998,43,110,12,17,10,2025-04-01
2999,43,110,0,2,7,2025-12-01
3000,43,110,17,15,5,2025-10-01
3001,43,110,16,10,3,2024-06-01
3002,43,110,33,9,0,2024-10-01
3003,43,110,3,4,4,2024-12-01
3004,43,167,14,6,10,2025-04-01
3005,43,167,23,12,17,2024-10-01
3006,43,167,1,5,8,2025-06-01
3007,43,167,12,22,16,2025-11-01
3008,43,167,0,5,9,2025-08-01
3009,43,167,10,17,15,2025-10-01
3010,43,167,26,20,19,2024-08-01
3011,43,167,2,3,3,2024-07-01
3012,43,144,6,10,15,2025-10-01
3013,43,144,44,23,7,2024-07-01
3014,43,144,8,7,12,2024-12-01
3015,43,144,10,10,5,2025-05-01
3016,43,144,32,15,8,2025-08-01
3017,43,144,33,21,7,2024-09-01
3018,43,144,24,23,28,2024-05-01
3019,43,144,8,17,10,2024-01-01
3020,43,144,13,11,5,2024-11-01
3021,43,144,9,20,23,2024-04-01
3022,43,170,3,24,21,2025-12-01
3023,43,170,27,10,1,2024-04-01
3024,43,170,9,24,28,2024-11-01
3025,43,170,24,18,19,2024-06-01
3026,43,170,22,10,9,2025-11-01
3027,43,170,17,9,7,2024-08-01
3028,43,170,23,19,13,2025-05-01
3029,43,115,26,4,2,2025-06-01
3030,43,115,7,15,18,2025-05-01
3031,43,115,24,17,6,2025-01-01
3032,43,115,11,7,11,2025-11-01
3033,43,115,27,15,6,2024-11-01
3034,43,115,24,3,0,2024-04-01
3035,43,115,3,2,2,2024-10-01
3036,43,115,21,20,4,2024-07-01
3037,43,115,12,18,12,2025-09-01
3038,43,115,29,25,12,2025-02-01
3039,43,115,16,16,0,2025-03-01
3040,43,151,24,18,6,2025-07-01
3041,43,151,0,4,9,2025-09-01
3042,43,151,6,21,20,2024-06-01
3043,43,151,15,14,5,2024-05-01
3044,43,151,25,19,6,2025-05-01
3045,43,151,4,2,3,2025-08-01
3046,43,151,20,10,7,2025-03-01
3047,43,150,32,18,12,2024-09-01
3048,43,150,18,18,6,2025-01-01
3049,43,150,18,13,3,2024-01-01
3050,43,150,17,17,11,2025-06-01
3051,43,150,0,21,25,2024-05-01
3052,43,150,18,14,0,2025-08-01
3053,43,150,23,6,11,2025-10-01
3054,43,150,5,21,24,2025-11-01
3055,43,150,14,23,12,2024-04-01
3056,43,150,13,7,8,2025-07-01
3057,43,150,32,18,11,2025-04-01
3058,43,169,1,14,15,2024-12-01
3059,43,169,17,12,11,2025-10-01
3060,43,169,15,11,14,2025-01-01
3061,43,169,33,22,7,2025-03-01
3062,43,169,40,25,5,2025-05-01
3063,43,169,35,9,0,2024-04-01
3064,43,169,23,18,6,2024-02-01
3065,43,169,13,20,7,2024-05-01
3066,43,169,10,13,16,2025-04-01
3067,43,169,25,17,6,2024-10-01
3068,43,169,11,5,8,2024-06-01
3069,44,181,20,21,18,2024-09-01
3070,44,181,40,25,12,2025-01-01
3071,44,181,20,5,6,2025-05-01
3072,44,181,20,10,12,2024-10-01
3073,44,181,13,9,4,2024-11-01
3074,44,181,18,17,5,2024-08-01
3075,44,128,7,12,10,2025-11-01
3076,44,128,27,14,10,2025-09-01
3077,44,128,5,22,20,2024-04-01
3078,44,128,30,13,8,2024-07-01
3079,44,128,29,17,16,2025-10-01
3080,44,128,20,16,10,2024-09-01
3081,44,150,1,2,3,2024-02-01
3082,44,150,9,17,17,2025-08-01
3083,44,150,3,21,23,2024-10-01
3084,44,150,43,18,0,2025-07-01
3085,44,150,14,6,4,2025-12-01
3086,44,150,30,21,8,2024-01-01
3087,44,149,20,18,21,2025-07-01
3088,44,149,33,23,9,2025-05-01
3089,44,149,4,2,1,2024-01-01
3090,44,149,37,24,14,2024-07-01
3091,44,149,2,17,15,2024-05-01
3092,44,149,3,7,9,2025-09-01
3093,44,149,27,7,2,2024-11-01
3094,44,149,0,9,13,2024-06-01
3095,44,149,11,19,14,2025-11-01
3096,44,121,14,13,5,2024-04-01
3097,44,121,24,6,7,2024-10-01
3098,44,121,2,15,18,2025-07-01
3099,44,121,51,25,4,2025-06-01
3100,44,121,4,5,5,2024-07-01
3101,44,121,12,21,24,2025-12-01
3102,44,121,8,18,21,2025-09-01
3103,44,121,18,25,27,2024-08-01
3104,44,121,17,3,4,2024-09-01
3105,44,121,29,16,10,2024-01-01
3106,44,121,36,21,5,2025-10-01
3107,44,109,32,13,8,2025-04-01
3108,44,109,13,3,7,2024-06-01
3109,44,109,26,19,21,2025-01-01
3110,44,109,40,19,5,2024-10-01
3111,44,109,21,13,0,2024-08-01
3112,44,109,13,15,18,2024-01-01
3113,44,109,24,21,8,2025-10-01
3114,44,109,26,24,1,2025-09-01
3115,44,109,14,21,14,2025-03-01
3116,44,109,30,11,5,2025-06-01
3117,44,109,6,4,3,2024-09-01
3118,44,109,23,3,6,2025-02-01
3119,45,152,23,9,3,2025-03-01
3120,45,152,35,17,12,2025-04-01
3121,45,152,33,25,2,2024-05-01
3122,45,152,18,14,4,2024-06-01
3123,45,152,6,3,3,2025-09-01
3124,45,152,14,2,7,2025-06-01
3125,45,152,12,12,17,2025-10-01
3126,45,152,14,7,3,2025-02-01
3127,45,152,2,11,11,2025-01-01
3128,45,152,32,20,3,2025-05-01
3129,45,122,6,6,6,2024-05-01
3130,45,122,8,12,12,2024-12-01
3131,45,122,22,12,1,2025-06-01
3132,45,122,16,25,24,2025-12-01
3133,45,122,22,25,25,2025-08-01
3134,45,122,8,9,14,2024-06-01
3135,45,122,14,9,0,2025-01-01
3136,45,183,49,21,0,2025-05-01
3137,45,183,31,6,5,2024-08-01
3138,45,183,34,11,3,2024-05-01
3139,45,183,25,20,10,2025-01-01
3140,45,183,15,20,5,2024-10-01
3141,45,183,24,8,2,2024-07-01
3142,45,183,6,19,16,2024-12-01
3143,45,183,36,18,0,2024-04-01
3144,45,183,1,4,6,2025-10-01
3145,45,183,22,16,21,2025-11-01
3146,45,183,1,14,16,2025-09-01
3147,45,183,28,4,6,2024-06-01
3148,45,109,11,6,0,2024-02-01
3149,45,109,27,21,6,2025-01-01
3150,45,109,26,15,10,2025-08-01
3151,45,109,14,8,6,2025-03-01
3152,45,109,16,14,14,2025-07-01
3153,45,109,19,9,3,2024-10-01
3154,45,109,18,19,19,2025-12-01
3155,45,182,25,10,13,2025-11-01
3156,45,182,46,22,6,2025-10-01
3157,45,182,5,9,14,2024-06-01
3158,45,182,0,8,11,2024-01-01
3159,45,182,35,14,1,2025-12-01
3160,45,182,3,21,26,2024-09-01
3161,45,107,31,9,8,2024-06-01
3162,45,107,19,24,13,2025-11-01
3163,45,107,29,9,2,2025-06-01
3164,45,107,2,15,15,2024-04-01
3165,45,107,20,13,18,2025-04-01
3166,45,107,11,13,16,2025-09-01
3167,45,107,14,13,1,2025-02-01
