transaction_id,transaction_date,customer_id,vehicle_id,dealer_id,quantity,unit_price,discount_amount,tax_amount,total_revenue,payment_method,sales_channel
502863,2025-09-13,1253,175,35,1,1095900000,71100000,112728000,1137528000,Credit,Showroom
502864,2023-07-22,2460,112,72,1,238200000,8200000,25300000,255300000,Credit,Showroom
502865,2022-08-09,5024,138,58,1,261500000,4100000,28314000,285714000,Credit,Showroom
502866,2023-02-25,5313,104,110,1,298000000,12200000,31438000,317238000,Credit,Showroom
502867,2022-04-30,4900,112,14,4,235800000,25000000,101002000,1019202000,Credit,Fleet
502868,2025-11-04,3509,163,63,1,563500000,8200000,61083000,616383000,Cash,Showroom
502869,2022-09-26,1797,107,97,1,369100000,2200000,40359000,407259000,Cash,Online
502870,2022-05-06,2266,109,82,1,792900000,10200000,86097000,868797000,Credit,Showroom
502871,2025-08-31,1128,173,110,1,1286500000,36600000,137489000,1387389000,Credit,Online
502872,2025-05-13,4026,140,106,1,165700000,7000000,17457000,176157000,Cash,Showroom
502873,2023-11-27,4406,118,73,1,197800000,11500000,20493000,206793000,Cash,Showroom
502874,2022-04-16,1380,116,68,1,266200000,10400000,28138000,283938000,Cash,Online
502875,2024-04-23,4560,123,53,1,738400000,14500000,79629000,803529000,Cash,Showroom
502876,2024-12-15,1586,122,27,1,766700000,36600000,80311000,810411000,Credit,Showroom
502877,2020-03-31,2807,119,87,1,196000000,6100000,20889000,210789000,Cash,Showroom
502878,2022-05-23,3280,174,23,1,1826500000,60500000,194260000,1960260000,Cash,Showroom
502879,2021-03-23,1152,103,83,1,292500000,2800000,31867000,321567000,Credit,Showroom
502880,2024-01-17,1085,114,88,1,278100000,18600000,28545000,288045000,Credit,Showroom
502881,2022-09-28,4938,122,54,1,753900000,3300000,82566000,833166000,Credit,Showroom
502882,2020-06-20,1506,176,119,1,1452200000,10700000,158565000,1600065000,Credit,Showroom
502883,2024-10-29,3306,135,32,1,291000000,16000000,30250000,305250000,Credit,Showroom
502884,2022-12-26,1157,108,46,1,170400000,8200000,17842000,180042000,Credit,Showroom
502885,2025-02-04,1303,115,32,1,284600000,12100000,29975000,302475000,Cash,Showroom
502886,2021-12-10,4395,107,118,1,387000000,18700000,40513000,408813000,Cash,Showroom
502887,2022-10-11,2791,108,33,1,180500000,2700000,19558000,197358000,Credit,Showroom
502888,2020-09-09,4826,132,86,1,428000000,21800000,44682000,450882000,Cash,Online
502889,2020-09-27,4816,128,71,1,300200000,4200000,32560000,328560000,Credit,Showroom
502890,2025-01-19,2050,130,34,1,627500000,38500000,64790000,653790000,Cash,Showroom
502891,2025-03-08,2461,120,38,1,402600000,23700000,41679000,420579000,Cash,Showroom
502892,2024-12-12,4429,115,40,1,295300000,11800000,31185000,314685000,Credit,Event
502893,2025-10-02,5101,163,113,1,564500000,34100000,58344000,588744000,Credit,Showroom
502894,2020-07-04,4232,104,116,1,288800000,1300000,31625000,319125000,Cash,Showroom
502895,2021-12-16,2407,136,1,1,441300000,17700000,46596000,470196000,Credit,Showroom
502896,2022-09-29,4990,101,120,1,243600000,15300000,25113000,253413000,Cash,Showroom
502897,2021-11-28,2670,101,104,1,235100000,13800000,24343000,245643000,Credit,Showroom
502898,2025-09-28,3203,102,52,1,452000000,700000,49643000,500943000,Cash,Showroom
502899,2025-03-13,2433,106,2,1,390100000,22400000,40447000,408147000,Cash,Online
502900,2024-11-07,2528,102,72,1,451000000,19500000,47465000,478965000,Credit,Online
502901,2023-04-01,5013,107,116,1,382000000,10200000,40898000,412698000,Credit,Showroom
502902,2024-08-11,1078,107,83,1,378600000,3100000,41305000,416805000,Cash,Event
502903,2020-07-21,5357,121,98,1,418000000,8900000,45001000,454101000,Credit,Online
502904,2022-08-13,2112,104,108,1,303000000,7800000,32472000,327672000,Credit,Showroom
502905,2022-12-08,2576,117,88,1,190800000,3700000,20581000,207681000,Credit,Showroom
502906,2024-03-30,5183,107,83,1,376100000,12500000,39996000,403596000,Credit,Showroom
502907,2021-07-17,2403,102,104,1,452000000,14400000,48136000,485736000,Cash,Showroom
502908,2021-02-24,3948,138,75,1,257200000,8800000,27324000,275724000,Cash,Online
502909,2022-08-10,1170,119,82,1,196900000,9200000,20647000,208347000,Credit,Showroom
502910,2021-11-20,2421,102,73,1,446300000,28700000,45936000,463536000,Credit,Showroom
502911,2024-10-08,2316,118,75,1,209600000,13200000,21604000,218004000,Credit,Online
502912,2025-09-20,2820,150,48,1,264000000,12200000,27698000,279498000,Credit,Showroom
502913,2022-07-17,5262,107,18,1,389700000,8900000,41888000,422688000,Credit,Online
502914,2024-07-16,4211,106,38,1,383300000,4100000,41712000,420912000,Cash,Showroom
502915,2022-07-05,1120,142,3,1,283500000,12700000,29788000,300588000,Credit,Showroom
502916,2021-10-19,1091,109,32,1,794800000,51500000,81763000,825063000,Credit,Showroom
502917,2025-08-09,3867,106,29,1,379400000,25800000,38896000,392496000,Credit,Showroom
502918,2024-01-23,1921,122,66,1,754100000,38800000,78683000,793983000,Credit,Showroom
502919,2023-11-16,1866,133,75,1,424000000,16300000,44847000,452547000,Credit,Showroom
502920,2021-08-06,1943,123,50,1,775600000,25100000,82555000,833055000,Cash,Showroom
502921,2022-07-27,3619,127,90,1,279600000,14300000,29183000,294483000,Credit,Showroom
502922,2020-03-25,4634,103,24,1,299000000,20400000,30646000,309246000,Cash,Showroom
502923,2023-05-10,4454,153,55,1,423200000,28700000,43395000,437895000,Credit,Showroom
502924,2025-08-03,4389,145,67,1,345600000,15500000,36311000,366411000,Credit,Showroom
502925,2025-09-27,3624,137,20,1,457000000,5300000,49687000,501387000,Cash,Showroom
502926,2022-10-10,1241,112,72,1,237500000,13300000,24662000,248862000,Credit,Showroom
502927,2023-09-29,5148,105,39,1,586900000,31600000,61083000,616383000,Cash,Showroom
502928,2021-06-11,4364,126,24,1,650800000,11200000,70356000,709956000,Credit,Showroom
502929,2024-10-03,5213,107,118,1,368600000,25400000,37752000,380952000,Cash,Showroom
502930,2021-05-09,1843,172,115,1,1337200000,62400000,140228000,1415028000,Cash,Showroom
502931,2024-07-13,5471,113,82,1,172800000,11500000,17743000,179043000,Credit,Event
502932,2022-03-08,5406,145,97,1,358700000,1500000,39292000,396492000,Credit,Showroom
502933,2023-06-19,1909,104,97,1,302300000,900000,33154000,334554000,Credit,Showroom
502934,2025-11-15,4869,116,20,1,264300000,7900000,28204000,284604000,Cash,Showroom
502935,2023-08-20,3779,103,74,1,297900000,3700000,32362000,326562000,Cash,Showroom
502936,2021-02-20,3570,107,89,1,387900000,18400000,40645000,410145000,Cash,Online
502937,2020-09-27,2814,109,100,1,750600000,300000,82533000,832833000,Credit,Online
502938,2023-07-04,2662,121,21,1,414500000,21700000,43208000,436008000,Cash,Showroom
502939,2020-09-30,2887,122,101,1,773200000,26800000,82104000,828504000,Credit,Showroom
502940,2020-07-28,1921,137,20,1,467800000,31900000,47949000,483849000,Credit,Showroom
502941,2020-03-29,2735,106,1,1,395100000,16800000,41613000,419913000,Cash,Showroom
502942,2021-03-27,1833,120,100,1,389000000,24500000,40095000,404595000,Credit,Online
502943,2021-08-05,1060,149,51,1,292600000,3400000,31812000,321012000,Credit,Showroom
502944,2023-02-19,3649,147,77,1,200000000,13800000,20482000,206682000,Credit,Showroom
502945,2022-03-26,4249,138,48,1,243000000,8600000,25784000,260184000,Credit,Showroom
502946,2022-12-25,2920,114,11,1,280800000,4600000,30382000,306582000,Credit,Event
502947,2023-11-21,1094,105,103,1,570200000,11600000,61446000,620046000,Cash,Showroom
502948,2020-11-20,1729,135,16,1,288600000,1800000,31548000,318348000,Credit,Showroom
502949,2021-08-06,4427,115,69,1,295500000,8100000,31614000,319014000,Cash,Showroom
502950,2023-02-28,3929,101,47,4,236700000,20500000,101893000,1028193000,Credit,Fleet
502951,2025-04-27,2426,162,65,1,572100000,18700000,60874000,614274000,Credit,Event
502952,2023-12-17,4322,128,19,1,292200000,15400000,30448000,307248000,Credit,Showroom
502953,2025-06-15,3764,107,55,1,371700000,18600000,38841000,391941000,Credit,Showroom
502954,2020-10-30,1158,160,72,1,381800000,21800000,39600000,399600000,Credit,Online
502955,2022-01-13,5393,112,95,1,233400000,5200000,25102000,253302000,Cash,Showroom
502956,2021-10-02,4490,124,22,1,324700000,21200000,33385000,336885000,Cash,Showroom
502957,2025-04-08,1948,119,20,1,207000000,8500000,21835000,220335000,Credit,Showroom
502958,2025-04-01,1709,110,29,1,740600000,33400000,77792000,784992000,Credit,Online
502959,2023-03-21,4641,147,80,1,208000000,3100000,22539000,227439000,Cash,Event
502960,2022-03-30,1060,137,100,1,472000000,27800000,48862000,493062000,Cash,Showroom
502961,2022-11-11,1540,121,42,1,415600000,11300000,44473000,448773000,Credit,Showroom
502962,2025-05-07,1005,104,90,1,285000000,15400000,29656000,299256000,Credit,Showroom
502963,2024-05-26,5306,107,116,1,389300000,13200000,41371000,417471000,Credit,Showroom
502964,2025-08-23,4241,161,120,1,425800000,27800000,43780000,441780000,Cash,Showroom
502965,2022-02-17,1473,124,100,1,328100000,12400000,34727000,350427000,Cash,Showroom
502966,2022-10-20,1741,124,110,1,312000000,7100000,33539000,338439000,Cash,Showroom
502967,2025-04-26,4195,114,76,1,286800000,11600000,30272000,305472000,Credit,Online
502968,2023-02-15,3910,133,17,4,428600000,39600000,184228000,1859028000,Credit,Fleet
502969,2024-08-05,4429,109,11,1,771100000,49600000,79365000,800865000,Credit,Showroom
502970,2021-07-25,1369,168,34,1,269400000,15600000,27918000,281718000,Credit,Showroom
502971,2023-10-11,5422,101,29,1,237900000,5500000,25564000,257964000,Credit,Showroom
502972,2025-03-08,2161,107,90,1,380700000,2300000,41624000,420024000,Credit,Showroom
502973,2021-09-24,2117,115,88,1,296600000,6100000,31955000,322455000,Cash,Showroom
502974,2025-11-05,1456,110,102,1,762900000,47000000,78749000,794649000,Cash,Showroom
502975,2025-01-16,4124,108,97,1,176800000,9000000,18458000,186258000,Credit,Showroom
502976,2022-07-03,1204,132,63,1,437400000,6400000,47410000,478410000,Credit,Showroom
502977,2024-01-07,4896,121,51,1,406700000,26100000,41866000,422466000,Cash,Showroom
502978,2021-03-05,3110,119,60,1,198700000,8700000,20900000,210900000,Credit,Online
502979,2020-09-28,2461,106,4,1,393700000,21100000,40986000,413586000,Cash,Event
502980,2023-10-06,1560,109,8,1,765000000,7300000,83347000,841047000,Credit,Showroom
502981,2024-05-04,4048,122,60,1,768300000,28300000,81400000,821400000,Cash,Online
502982,2022-08-22,4767,121,55,1,394300000,14000000,41833000,422133000,Credit,Showroom
502983,2021-03-10,2491,106,44,1,394600000,16700000,41569000,419469000,Credit,Showroom
502984,2025-01-26,4860,143,75,1,713800000,39200000,74206000,748806000,Cash,Showroom
502985,2025-10-01,5342,103,27,1,293000000,20000000,30030000,303030000,Credit,Showroom
502986,2020-11-14,5471,112,89,1,223300000,12700000,23166000,233766000,Cash,Showroom
502987,2021-04-26,1888,133,70,1,411100000,6800000,44473000,448773000,Cash,Showroom
502988,2023-10-20,1740,173,14,1,1310300000,70400000,136389000,1376289000,Credit,Online
502989,2020-06-09,4764,124,8,1,315600000,16100000,32945000,332445000,Credit,Online
502990,2021-03-31,1488,122,26,1,762800000,13500000,82423000,831723000,Credit,Showroom
502991,2024-07-02,4043,109,77,1,762500000,36700000,79838000,805638000,Cash,Showroom
502992,2023-06-11,1156,126,72,1,652300000,33200000,68101000,687201000,Credit,Showroom
502993,2020-05-18,1321,117,51,1,187100000,7200000,19789000,199689000,Cash,Showroom
502994,2025-10-15,1659,130,100,1,669300000,3400000,73249000,739149000,Credit,Showroom
502995,2023-12-18,1985,102,87,1,459200000,5300000,49929000,503829000,Cash,Showroom
502996,2020-11-14,5456,108,108,1,176700000,200000,19415000,195915000,Cash,Showroom
502997,2024-11-30,3708,136,106,1,464500000,10300000,49962000,504162000,Cash,Online
502998,2025-07-25,4171,137,116,1,449100000,4600000,48895000,493395000,Credit,Showroom
502999,2023-09-21,5175,101,102,1,251100000,6700000,26884000,271284000,Credit,Online
503000,2023-06-25,2170,112,1,1,235200000,15500000,24167000,243867000,Cash,Showroom
503001,2024-05-20,3758,137,23,1,452500000,16600000,47949000,483849000,Credit,Showroom
503002,2025-08-24,2165,164,101,1,437600000,9300000,47113000,475413000,Credit,Showroom
503003,2020-12-08,4593,126,23,1,626400000,35300000,65021000,656121000,Credit,Showroom
503004,2020-09-15,4501,136,10,1,467700000,32100000,47916000,483516000,Cash,Showroom
503005,2022-08-26,2252,137,63,1,465700000,16500000,49412000,498612000,Cash,Online
503006,2025-09-03,4349,148,98,1,284200000,2000000,31042000,313242000,Credit,Showroom
503007,2022-12-30,4850,137,28,1,447400000,700000,49137000,495837000,Credit,Showroom
503008,2021-11-02,3811,115,1,1,291700000,9900000,30998000,312798000,Cash,Showroom
503009,2023-03-17,1894,130,104,1,634400000,3500000,69399000,700299000,Cash,Showroom
503010,2023-06-06,5100,136,54,1,464100000,10200000,49929000,503829000,Credit,Showroom
503011,2021-05-29,4826,135,78,4,288600000,79700000,118217000,1192917000,Credit,Fleet
503012,2021-11-25,1086,103,40,1,296800000,12300000,31295000,315795000,Credit,Showroom
503013,2025-02-03,3595,110,48,1,749700000,47400000,77253000,779553000,Credit,Showroom
503014,2021-10-11,4782,102,93,1,460100000,5000000,50061000,505161000,Credit,Showroom
503015,2020-06-18,3204,112,4,1,224000000,3400000,24266000,244866000,Credit,Event
503016,2022-03-13,1868,160,3,1,371900000,24600000,38203000,385503000,Credit,Showroom
503017,2024-07-15,5347,115,54,1,298400000,18100000,30833000,311133000,Cash,Showroom
503018,2022-01-19,1707,151,103,1,584300000,28500000,61138000,616938000,Cash,Showroom
503019,2024-09-14,3595,152,5,1,277500000,13600000,29029000,292929000,Cash,Showroom
503020,2022-12-02,4120,109,93,5,780700000,3800000,428967000,4328667000,Credit,Fleet
503021,2021-01-19,4358,102,22,1,466600000,22000000,48906000,493506000,Credit,Showroom
503022,2021-07-31,2242,115,69,1,277300000,4900000,29964000,302364000,Credit,Showroom
503023,2025-07-15,3775,128,85,1,296200000,20000000,30382000,306582000,Credit,Showroom
503024,2024-01-03,4634,106,108,1,368600000,25400000,37752000,380952000,Cash,Showroom
503025,2025-06-03,1204,104,25,1,304300000,13300000,32010000,323010000,Cash,Event
503026,2020-08-13,4651,137,105,1,459200000,28300000,47399000,478299000,Credit,Online
503027,2021-07-10,1819,132,89,1,408100000,16800000,43043000,434343000,Cash,Showroom
503028,2022-11-09,2693,103,9,1,295100000,11700000,31174000,314574000,Cash,Online
503029,2022-05-21,3728,122,119,1,741800000,50800000,76010000,767010000,Cash,Showroom
503030,2023-08-21,2517,114,1,1,290600000,2100000,31735000,320235000,Credit,Showroom
503031,2025-12-28,5050,112,113,1,237500000,4800000,25597000,258297000,Credit,Showroom
503032,2024-03-01,3913,108,65,1,174100000,6500000,18436000,186036000,Credit,Showroom
503033,2024-09-30,1664,156,16,1,692800000,44100000,71357000,720057000,Credit,Showroom
503034,2024-10-31,4372,105,108,1,583400000,32100000,60643000,611943000,Cash,Showroom
503035,2025-08-23,2432,102,60,1,450500000,3600000,49159000,496059000,Credit,Showroom
503036,2020-06-23,4942,110,73,1,751400000,46000000,77594000,782994000,Credit,Showroom
503037,2025-09-10,4869,108,120,1,182600000,12600000,18700000,188700000,Credit,Showroom
503038,2021-06-09,1978,156,4,1,680700000,2400000,74613000,752913000,Credit,Showroom
503039,2021-10-18,4984,169,33,1,263600000,7100000,28215000,284715000,Credit,Showroom
503040,2024-04-05,3357,154,42,1,870700000,26400000,92873000,937173000,Credit,Showroom
503041,2022-12-11,2808,134,83,1,261600000,8900000,27797000,280497000,Credit,Showroom
503042,2022-09-02,4861,105,83,1,562600000,35400000,57992000,585192000,Credit,Event
503043,2023-10-10,1336,140,12,1,171600000,8800000,17908000,180708000,Credit,Online
503044,2023-07-27,3145,140,30,1,170700000,11700000,17490000,176490000,Credit,Showroom
503045,2024-08-27,2351,160,22,1,392000000,15000000,41470000,418470000,Cash,Showroom
503046,2020-07-13,4167,133,79,1,440400000,16700000,46607000,470307000,Cash,Showroom
503047,2025-09-02,4824,105,105,1,547200000,33500000,56507000,570207000,Credit,Showroom
503048,2025-03-27,1662,121,18,1,416700000,2800000,45529000,459429000,Credit,Showroom
503049,2025-11-01,1864,165,55,1,419800000,4300000,45705000,461205000,Credit,Showroom
503050,2024-12-30,3537,104,52,1,289000000,10900000,30591000,308691000,Credit,Showroom
503051,2022-12-05,3633,121,27,1,417300000,25800000,43065000,434565000,Credit,Showroom
503052,2023-12-22,1874,150,103,1,266900000,500000,29304000,295704000,Credit,Showroom
503053,2023-04-18,4048,102,58,1,463800000,30900000,47619000,480519000,Credit,Showroom
503054,2025-04-22,1846,140,89,1,168900000,1300000,18436000,186036000,Cash,Showroom
503055,2025-06-16,3491,106,22,1,374700000,11100000,39996000,403596000,Credit,Showroom
503056,2021-07-22,2074,109,44,1,792400000,24600000,84458000,852258000,Credit,Event
503057,2025-12-26,2411,102,105,1,472900000,14900000,50380000,508380000,Credit,Showroom
503058,2021-01-11,1944,109,91,1,771900000,1800000,84711000,854811000,Credit,Showroom
503059,2023-10-31,1198,134,50,1,270900000,200000,29777000,300477000,Credit,Online
503060,2025-08-05,2463,112,88,1,223100000,14100000,22990000,231990000,Credit,Showroom
503061,2023-11-16,1100,136,43,1,467500000,18300000,49412000,498612000,Credit,Showroom
503062,2024-11-01,3263,121,38,1,412700000,8800000,44429000,448329000,Cash,Showroom
503063,2022-02-03,4837,120,113,1,412500000,24600000,42669000,430569000,Cash,Online
503064,2025-09-18,1882,140,12,1,178400000,8000000,18744000,189144000,Cash,Showroom
503065,2020-05-27,5446,129,29,1,296100000,13300000,31108000,313908000,Cash,Showroom
503066,2024-10-14,2114,126,30,1,670300000,17600000,71797000,724497000,Credit,Showroom
503067,2024-09-07,4971,123,92,1,795700000,13000000,86097000,868797000,Credit,Event
503068,2021-01-05,2114,102,3,4,451200000,64500000,191433000,1931733000,Cash,Fleet
503069,2025-11-05,4248,174,28,1,1804100000,35300000,194568000,1963368000,Credit,Showroom
503070,2024-03-17,2209,128,102,1,312900000,18600000,32373000,326673000,Cash,Showroom
503071,2022-02-25,2462,181,25,1,1593500000,20600000,173019000,1745919000,Credit,Showroom
503072,2020-02-19,1204,110,83,1,750300000,48800000,77165000,778665000,Cash,Showroom
503073,2025-08-11,2093,120,93,1,392900000,5400000,42625000,430125000,Credit,Showroom
503074,2025-06-25,3350,138,34,1,260600000,2700000,28369000,286269000,Cash,Showroom
503075,2025-07-25,3362,124,40,1,320300000,9700000,34166000,344766000,Cash,Showroom
503076,2020-04-10,3051,127,98,1,289500000,1800000,31647000,319347000,Credit,Showroom
503077,2025-08-30,1886,123,98,1,788900000,15200000,85107000,858807000,Cash,Showroom
503078,2024-06-23,3640,114,37,1,285100000,13900000,29832000,301032000,Credit,Showroom
503079,2022-08-31,3561,110,94,1,772500000,24800000,82247000,829947000,Credit,Showroom
503080,2023-05-07,3534,125,85,1,649300000,14500000,69828000,704628000,Credit,Showroom
503081,2023-01-18,3879,114,113,1,278300000,11600000,29337000,296037000,Credit,Showroom
503082,2024-03-07,5462,112,95,1,233400000,1300000,25531000,257631000,Credit,Showroom
503083,2024-12-12,3541,121,15,1,413900000,27200000,42537000,429237000,Credit,Showroom
503084,2021-09-27,1109,102,85,1,464500000,18600000,49049000,494949000,Cash,Showroom
503085,2025-08-09,3542,126,31,1,651600000,14600000,70070000,707070000,Credit,Showroom
503086,2022-08-16,3444,115,107,1,279600000,14200000,29194000,294594000,Cash,Showroom
503087,2020-05-21,2112,142,90,1,282000000,16400000,29216000,294816000,Cash,Showroom
503088,2025-05-18,4033,135,64,1,285500000,7800000,30547000,308247000,Credit,Showroom
503089,2025-04-09,3639,114,85,1,293800000,4000000,31878000,321678000,Credit,Showroom
503090,2022-11-06,1877,122,99,1,797300000,51300000,82060000,828060000,Credit,Showroom
503091,2022-03-19,3993,113,7,1,165100000,0,18161000,183261000,Credit,Showroom
503092,2021-01-16,1989,110,17,1,751000000,20200000,80388000,811188000,Cash,Showroom
503093,2023-06-17,4369,109,92,3,739200000,146500000,227821000,2298921000,Credit,Fleet
503094,2020-04-13,3511,135,36,1,298000000,17200000,30888000,311688000,Cash,Showroom
503095,2021-09-17,1270,105,66,1,572300000,5700000,62326000,628926000,Credit,Showroom
503096,2020-01-02,4217,102,77,1,452100000,21700000,47344000,477744000,Credit,Showroom
503097,2025-10-15,2145,115,63,1,279500000,18400000,28721000,289821000,Credit,Showroom
503098,2022-01-16,1373,159,33,1,425300000,400000,46739000,471639000,Credit,Showroom
503099,2022-05-15,3138,113,44,1,171800000,7900000,18029000,181929000,Credit,Showroom
503100,2023-05-09,3325,111,50,1,235200000,6300000,25179000,254079000,Cash,Showroom
503101,2020-12-07,1579,133,81,1,431900000,11700000,46222000,466422000,Credit,Showroom
503102,2025-10-01,1660,129,95,1,305300000,18300000,31570000,318570000,Credit,Online
503103,2020-12-19,3611,128,65,1,313400000,17100000,32593000,328893000,Credit,Showroom
503104,2021-04-05,3177,102,45,1,465900000,8600000,50303000,507603000,Credit,Showroom
503105,2022-02-18,1265,109,67,1,740200000,400000,81378000,821178000,Credit,Showroom
503106,2023-09-21,2277,106,29,5,387700000,82700000,204138000,2059938000,Credit,Fleet
503107,2022-09-29,1792,144,56,1,785700000,49100000,81026000,817626000,Credit,Showroom
503108,2020-01-30,5207,126,41,1,655800000,10400000,70994000,716394000,Cash,Showroom
503109,2025-09-30,4258,134,95,1,268200000,2900000,29183000,294483000,Cash,Showroom
503110,2020-02-16,1139,118,63,1,195700000,13200000,20075000,202575000,Credit,Event
503111,2025-08-07,4085,139,16,1,242900000,3100000,26378000,266178000,Cash,Showroom
503112,2025-10-03,4829,135,8,1,287600000,13400000,30162000,304362000,Credit,Showroom
503113,2023-01-20,2780,122,44,1,775800000,20300000,83105000,838605000,Credit,Showroom
503114,2025-10-02,1964,131,116,1,391900000,27200000,40117000,404817000,Credit,Showroom
503115,2021-04-11,4538,140,25,1,177300000,7700000,18656000,188256000,Cash,Showroom
503116,2025-02-20,1618,152,88,1,292800000,10100000,31097000,313797000,Credit,Online
503117,2022-05-09,3179,104,55,1,294600000,5500000,31801000,320901000,Cash,Showroom
503118,2024-10-21,3287,131,115,1,388600000,15300000,41063000,414363000,Credit,Showroom
503119,2021-06-13,1193,163,61,1,583700000,33800000,60489000,610389000,Cash,Showroom
503120,2025-07-08,5215,136,59,1,455900000,24400000,47465000,478965000,Credit,Event
503121,2025-10-02,3322,160,48,1,397600000,6300000,43043000,434343000,Credit,Showroom
503122,2020-01-23,2618,108,43,1,174500000,2600000,18909000,190809000,Cash,Showroom
503123,2021-03-08,2918,125,81,1,657000000,1600000,72094000,727494000,Cash,Showroom
503124,2025-06-05,1345,122,43,1,771600000,50900000,79277000,799977000,Credit,Showroom
503125,2023-09-27,5236,117,114,1,193000000,8500000,20295000,204795000,Credit,Showroom
503126,2020-04-29,4239,108,3,1,176600000,800000,19338000,195138000,Credit,Showroom
503127,2022-10-17,4853,133,8,1,435500000,11500000,46640000,470640000,Credit,Showroom
503128,2025-08-29,4627,124,31,1,311900000,100000,34298000,346098000,Cash,Showroom
503129,2021-11-29,3069,149,113,1,297900000,18100000,30778000,310578000,Cash,Showroom
503130,2025-06-30,3530,138,7,1,243100000,5000000,26191000,264291000,Cash,Showroom
503131,2024-10-24,1856,108,13,1,180700000,900000,19778000,199578000,Credit,Showroom
503132,2022-10-05,2374,130,38,1,655000000,17000000,70180000,708180000,Credit,Showroom
503133,2020-11-30,3502,140,24,1,176500000,3600000,19019000,191919000,Credit,Showroom
503134,2020-03-03,2984,117,29,1,185700000,12100000,19096000,192696000,Credit,Event
503135,2020-03-21,3626,103,106,1,291000000,4200000,31548000,318348000,Cash,Showroom
503136,2020-12-11,1916,104,63,1,303900000,20100000,31218000,315018000,Cash,Showroom
503137,2023-02-01,4672,102,46,5,470400000,137200000,243628000,2458428000,Credit,Fleet
503138,2020-02-02,3249,105,99,1,584100000,10300000,63118000,636918000,Cash,Showroom
503139,2020-11-30,3180,102,43,1,479500000,15700000,51018000,514818000,Cash,Event
503140,2024-08-10,2142,118,38,1,197600000,2100000,21505000,217005000,Credit,Showroom
503141,2024-02-19,3545,103,113,1,302600000,9900000,32197000,324897000,Cash,Showroom
503142,2024-09-19,4316,106,9,1,396800000,2400000,43384000,437784000,Cash,Online
503143,2025-08-24,4699,115,71,1,287200000,14600000,29986000,302586000,Cash,Online
503144,2025-04-19,3773,174,64,1,1910600000,71200000,202334000,2041734000,Credit,Showroom
503145,2025-06-16,2579,108,8,1,179200000,10100000,18601000,187701000,Credit,Event
503146,2022-01-08,2195,104,111,1,289400000,19700000,29667000,299367000,Cash,Showroom
503147,2025-05-16,1857,111,25,1,228500000,13100000,23694000,239094000,Credit,Showroom
503148,2023-09-15,1887,142,78,1,297200000,9400000,31658000,319458000,Credit,Showroom
503149,2021-11-23,5483,108,18,1,176700000,3000000,19107000,192807000,Credit,Event
503150,2024-09-12,2278,105,116,1,565300000,8600000,61237000,617937000,Credit,Online
503151,2023-02-27,2991,126,101,1,648700000,11100000,70136000,707736000,Credit,Event
503152,2023-03-02,1115,104,33,1,291400000,9900000,30965000,312465000,Credit,Showroom
503153,2024-03-07,1443,144,41,1,814600000,24500000,86911000,877011000,Credit,Event
503154,2024-04-12,1154,108,37,1,179800000,5200000,19206000,193806000,Cash,Showroom
503155,2025-06-05,3692,139,9,1,248200000,6800000,26554000,267954000,Cash,Showroom
503156,2025-04-05,5178,116,28,1,256700000,15600000,26521000,267621000,Credit,Event
503157,2021-11-02,3964,153,105,1,432000000,24400000,44836000,452436000,Credit,Showroom
503158,2025-01-19,1213,115,91,1,296600000,6500000,31911000,322011000,Cash,Showroom
503159,2022-12-22,1190,126,91,1,625200000,17500000,66847000,674547000,Cash,Showroom
503160,2023-04-11,4734,121,30,1,404500000,6700000,43758000,441558000,Credit,Online
503161,2025-09-02,5132,125,20,1,653700000,14500000,70312000,709512000,Credit,Online
503162,2024-11-27,3047,107,35,1,396600000,20300000,41393000,417693000,Credit,Showroom
503163,2024-08-28,1976,136,78,1,462000000,18000000,48840000,492840000,Credit,Showroom
503164,2023-07-06,3408,111,75,1,240500000,14500000,24860000,250860000,Credit,Showroom
503165,2022-11-11,3756,110,81,1,737600000,23900000,78507000,792207000,Credit,Showroom
503166,2022-03-31,1796,137,58,1,457800000,12200000,49016000,494616000,Cash,Online
503167,2022-03-31,5171,114,88,1,292800000,15100000,30547000,308247000,Cash,Showroom
503168,2023-02-19,3698,137,24,1,454300000,17900000,48004000,484404000,Cash,Showroom
503169,2025-12-23,1492,116,40,1,254100000,4200000,27489000,277389000,Credit,Event
503170,2025-12-17,4901,110,119,1,759200000,46700000,78375000,790875000,Credit,Showroom
503171,2021-06-27,4703,106,102,1,391700000,8500000,42152000,425352000,Cash,Showroom
503172,2020-05-17,4650,102,68,1,456900000,700000,50182000,506382000,Cash,Showroom
503173,2025-05-17,2234,165,104,1,429500000,26700000,44308000,447108000,Cash,Showroom
503174,2020-07-09,3933,105,2,1,544900000,10100000,58828000,593628000,Credit,Showroom
503175,2023-11-14,3285,148,44,1,285300000,8300000,30470000,307470000,Cash,Showroom
503176,2024-12-21,3439,125,25,1,650400000,4700000,71027000,716727000,Credit,Showroom
503177,2025-11-15,4700,115,96,1,293200000,8800000,31284000,315684000,Credit,Showroom
503178,2024-02-28,2504,109,90,1,766600000,1700000,84139000,849039000,Credit,Showroom
503179,2022-02-23,3255,129,119,1,304600000,9200000,32494000,327894000,Credit,Showroom
503180,2024-06-22,4874,112,88,1,236900000,13600000,24563000,247863000,Credit,Showroom
503181,2021-09-25,1240,101,65,1,242500000,11700000,25388000,256188000,Cash,Showroom
