service_id,customer_id,vehicle_id,dealer_id,service_date,service_type,service_cost,customer_satisfaction_score
8183,4843,118,113,2024-07-27,Periodic,1841000,4
8184,1534,153,90,2024-09-15,Periodic,1396000,4
8185,2137,107,90,2025-01-18,Periodic,1048000,4
8186,2113,108,93,2022-11-30,Body & Paint,7620000,4
8187,2113,108,93,2023-11-21,Periodic,1942000,4
8188,2113,108,93,2023-08-20,Periodic,1856000,5
8189,4765,133,117,2023-09-11,Periodic,2153000,5
8190,4615,109,103,2025-05-16,Periodic,2007000,4
8191,3369,141,88,2022-01-05,Repair,5130000,5
8192,3369,141,88,2022-09-22,Warranty,26000,4
8193,3369,141,88,2023-06-01,Warranty,86000,4
8194,4477,127,107,2024-06-27,Repair,4510000,5
8195,4477,127,107,2024-08-15,Periodic,957000,5
8196,2202,137,37,2024-03-12,Repair,5876000,4
8197,4853,133,8,2025-01-29,Repair,7239000,5
8198,4021,114,61,2024-12-04,Warranty,309000,4
8199,3560,112,55,2020-11-18,Periodic,831000,5
8200,3560,112,55,2022-05-19,Periodic,1112000,5
8201,5284,105,101,2024-06-05,Body & Paint,9217000,3
8202,5284,105,101,2025-06-10,Periodic,1258000,4
8203,4580,154,94,2023-03-24,Repair,6829000,5
8204,4762,115,119,2024-12-05,Repair,4061000,3
8205,4620,154,24,2021-06-07,Repair,7042000,1
8206,4620,154,24,2023-07-12,Body & Paint,7912000,4
8207,2448,150,31,2022-11-14,Body & Paint,4487000,5
8208,2448,150,31,2025-04-25,Periodic,1975000,2
8209,2448,150,31,2022-12-28,Warranty,111000,4
8210,4681,102,63,2024-11-11,Periodic,664000,2
8211,4434,105,57,2025-09-23,Periodic,1689000,3
8212,4254,113,27,2023-01-05,Repair,6978000,5
8213,4254,113,27,2022-12-23,Warranty,277000,4
8214,4254,113,27,2022-08-29,Warranty,436000,2
8215,4300,103,25,2025-07-02,Periodic,856000,3
8216,4300,103,25,2024-09-23,Periodic,1969000,4
8217,3407,136,2,2022-10-04,Periodic,1534000,4
8218,3407,136,2,2024-08-09,Periodic,1357000,4
8219,5033,122,75,2025-06-12,Periodic,1034000,5
8220,5033,122,75,2025-12-25,Warranty,105000,5
8221,4626,129,65,2024-12-27,Periodic,866000,1
8222,1330,174,2,2025-06-15,Warranty,384000,4
8223,1330,174,2,2023-11-12,Periodic,2019000,4
8224,4970,106,12,2025-02-05,Periodic,2199000,5
8225,4970,106,12,2024-09-17,Repair,5199000,4
8226,4240,108,47,2025-10-12,Periodic,1680000,5
8227,4240,108,47,2025-07-10,Repair,2158000,3
8228,3313,125,74,2023-02-10,Periodic,630000,4
8229,3313,125,74,2023-11-16,Body & Paint,3626000,4
8230,5413,103,19,2024-08-17,Periodic,2055000,4
8231,5413,103,19,2023-08-21,Periodic,1287000,1
8232,1990,110,109,2025-12-15,Warranty,62000,2
8233,2119,118,53,2024-03-11,Periodic,1121000,5
8234,4375,166,24,2022-06-25,Periodic,1236000,2
8235,4767,121,55,2025-10-29,Warranty,160000,5
8236,2505,104,76,2022-10-02,Warranty,197000,4
8237,1633,103,76,2023-11-23,Warranty,120000,4
8238,3435,114,74,2025-02-07,Repair,2727000,5
8239,3435,114,74,2024-09-09,Repair,5060000,5
8240,4586,109,70,2024-10-02,Periodic,1236000,5
8241,4494,175,78,2025-07-11,Periodic,1005000,5
8242,3474,120,68,2025-12-25,Repair,6617000,3
8243,4437,112,108,2021-12-16,Body & Paint,10998000,5
8244,4437,112,108,2022-12-15,Warranty,363000,5
8245,4437,112,108,2024-02-17,Periodic,1063000,4
8246,2209,130,31,2022-08-20,Periodic,1976000,4
8247,2209,130,31,2024-01-29,Periodic,1832000,5
8248,5014,135,71,2022-02-21,Repair,3065000,4
8249,2618,108,43,2023-11-16,Periodic,1944000,2
8250,2618,108,43,2023-03-29,Body & Paint,3920000,5
8251,2618,108,43,2022-10-19,Repair,7408000,4
8252,3665,134,51,2025-08-08,Warranty,403000,5
8253,2536,102,82,2025-10-08,Periodic,2173000,5
8254,5207,117,27,2025-07-31,Periodic,2044000,3
8255,4990,140,39,2025-05-21,Periodic,675000,2
8256,3633,121,27,2025-03-25,Periodic,1714000,4
8257,3633,121,27,2023-10-08,Periodic,1751000,5
8258,3687,127,108,2024-10-21,Periodic,2129000,3
8259,1740,108,115,2025-03-23,Repair,1799000,4
8260,4679,129,66,2021-10-17,Periodic,742000,5
8261,4679,129,66,2022-02-11,Body & Paint,8108000,5
8262,4679,129,66,2023-01-26,Periodic,1075000,5
8263,1043,178,14,2025-05-18,Repair,7197000,3
8264,3625,147,67,2025-01-14,Periodic,1613000,5
8265,3625,147,67,2023-06-18,Repair,2552000,3
8266,3522,102,50,2023-01-22,Repair,2158000,4
8267,3522,102,50,2024-01-02,Repair,6797000,5
8268,1311,119,11,2025-08-24,Repair,6548000,4
8269,1311,119,11,2023-09-17,Warranty,478000,5
8270,1311,119,11,2023-09-04,Repair,7386000,5
8271,1808,127,82,2022-07-26,Repair,2285000,3
8272,1808,127,82,2025-03-16,Body & Paint,5990000,5
8273,3908,127,4,2021-07-17,Periodic,1409000,5
8274,3908,127,4,2022-10-09,Periodic,1062000,5
8275,1345,101,87,2024-09-30,Repair,2943000,5
8276,1345,101,87,2022-10-11,Periodic,919000,3
8277,5500,122,80,2022-03-13,Periodic,1726000,5
8278,5500,122,80,2022-09-05,Periodic,1734000,5
8279,5500,122,80,2023-04-04,Periodic,1174000,5
8280,3935,126,8,2025-01-26,Periodic,1067000,4
8281,3935,126,8,2024-12-14,Repair,6509000,4
8282,3787,105,89,2022-08-29,Periodic,2165000,5
8283,3787,105,89,2024-10-13,Warranty,276000,5
8284,1717,105,43,2025-10-23,Repair,5801000,4
8285,2452,105,50,2021-02-11,Periodic,1630000,5
8286,2452,105,50,2022-05-30,Repair,2212000,5
8287,4243,122,24,2022-02-11,Periodic,2015000,5
8288,4044,139,48,2024-07-17,Repair,1907000,5
8289,1617,107,47,2023-12-22,Periodic,2109000,4
8290,1617,107,47,2022-05-01,Repair,7864000,4
8291,1617,107,47,2022-03-18,Warranty,497000,5
8292,5490,123,61,2022-05-04,Repair,2234000,4
8293,5490,123,61,2025-06-10,Warranty,265000,3
8294,5490,123,61,2023-08-14,Repair,5615000,5
8295,5101,108,81,2025-12-27,Periodic,1918000,4
8296,3373,136,59,2025-10-24,Repair,7360000,3
8297,3373,136,59,2025-11-13,Periodic,1517000,4
8298,1656,122,53,2025-06-12,Periodic,1282000,2
8299,2328,125,18,2024-10-19,Periodic,2027000,4
8300,3977,123,88,2023-02-10,Body & Paint,6486000,4
8301,3977,123,88,2025-12-03,Periodic,627000,1
8302,3266,123,89,2025-10-06,Warranty,331000,1
8303,3266,123,89,2025-07-24,Periodic,1452000,5
8304,3266,123,89,2024-05-18,Repair,3740000,2
8305,3570,102,111,2024-04-19,Repair,7670000,4
8306,3270,138,103,2024-07-01,Periodic,1646000,5
8307,3270,138,103,2023-03-01,Periodic,1719000,3
8308,4048,104,18,2025-12-05,Body & Paint,6158000,4
8309,1168,110,30,2023-12-16,Repair,6476000,4
8310,1168,110,30,2023-05-01,Periodic,604000,5
8311,1168,110,30,2025-12-01,Repair,5260000,4
8312,2870,137,7,2023-06-24,Periodic,629000,1
8313,2870,137,7,2025-10-27,Repair,7569000,3
8314,2870,137,7,2025-11-14,Periodic,2087000,5
8315,3493,119,110,2025-09-23,Periodic,802000,4
8316,3493,119,110,2024-04-24,Periodic,2175000,5
8317,3493,119,110,2022-10-18,Periodic,2113000,5
8318,2114,136,56,2025-04-20,Body & Paint,8206000,5
8319,2114,136,56,2024-09-29,Warranty,253000,4
8320,1831,129,64,2025-07-18,Warranty,181000,5
8321,1831,129,64,2024-06-20,Repair,5686000,3
8322,2276,116,97,2025-09-07,Periodic,1787000,4
8323,1602,139,26,2025-11-01,Warranty,266000,5
8324,1602,139,26,2025-10-31,Periodic,815000,5
8325,1602,139,26,2025-05-29,Repair,4706000,4
8326,3541,113,95,2024-08-07,Periodic,1514000,5
8327,5158,178,61,2023-11-18,Warranty,342000,5
8328,5158,178,61,2022-02-18,Periodic,1989000,5
8329,1954,130,106,2023-04-22,Periodic,2040000,4
8330,1954,130,106,2024-05-16,Repair,3366000,5
8331,1954,130,106,2022-07-11,Warranty,404000,4
8332,3480,149,102,2025-02-25,Periodic,1512000,4
8333,3480,149,102,2025-01-03,Periodic,1683000,4
8334,3194,169,117,2025-02-13,Periodic,1474000,5
8335,1406,131,99,2023-06-03,Periodic,1145000,5
8336,1406,131,99,2024-04-08,Periodic,1482000,5
8337,1406,131,99,2023-09-26,Body & Paint,6990000,2
8338,4757,124,23,2024-10-17,Periodic,1220000,5
8339,4757,124,23,2024-01-14,Periodic,1497000,5
8340,3368,122,10,2023-10-13,Body & Paint,4898000,2
8341,3368,122,10,2024-12-07,Body & Paint,11737000,5
8342,1173,114,48,2025-03-17,Periodic,622000,5
8343,1173,114,48,2024-03-22,Periodic,1816000,5
8344,1339,114,47,2025-08-10,Periodic,875000,4
8345,5335,125,89,2023-04-20,Periodic,892000,1
8346,5335,125,89,2021-06-17,Repair,7749000,5
8347,3850,174,120,2023-12-18,Repair,2589000,3
8348,2103,135,10,2025-07-07,Repair,4964000,4
8349,2103,135,10,2025-02-03,Periodic,1393000,4
8350,2103,135,10,2025-07-08,Periodic,1102000,5
8351,1786,107,82,2025-10-26,Periodic,1033000,4
8352,3724,125,107,2025-04-26,Periodic,1822000,5
8353,3724,125,107,2022-08-17,Warranty,451000,5
8354,3724,125,107,2025-02-02,Periodic,1301000,4
8355,1830,132,15,2025-06-25,Periodic,1147000,4
8356,4361,119,48,2022-07-04,Periodic,1811000,5
8357,4361,119,48,2023-10-15,Periodic,927000,5
8358,4361,119,48,2021-12-05,Periodic,1061000,5
8359,1743,110,55,2025-10-13,Repair,2379000,4
8360,2903,106,54,2025-07-29,Repair,3155000,4
8361,3216,112,90,2023-05-06,Repair,6950000,4
8362,3216,112,90,2025-09-16,Repair,6106000,5
8363,2742,101,84,2023-08-22,Periodic,1568000,5
8364,3650,160,28,2025-03-05,Periodic,1708000,4
8365,2102,106,49,2024-05-26,Periodic,1383000,5
8366,2418,142,38,2023-09-06,Body & Paint,3368000,2
8367,2418,142,38,2023-09-21,Periodic,1067000,4
8368,2418,142,38,2023-08-14,Periodic,1327000,3
8369,1749,127,117,2025-09-09,Periodic,1400000,5
8370,4758,116,21,2025-02-13,Periodic,730000,4
8371,4758,116,21,2023-04-11,Repair,1562000,4
8372,4438,114,14,2024-11-13,Repair,5495000,1
8373,4438,114,14,2025-01-21,Warranty,279000,5
8374,2227,185,109,2025-02-16,Repair,7720000,4
8375,5254,148,1,2024-02-07,Periodic,1728000,4
8376,4546,102,5,2022-05-24,Periodic,1974000,4
8377,4546,102,5,2022-08-26,Periodic,636000,3
8378,1739,117,66,2025-07-19,Periodic,667000,5
8379,3942,127,92,2024-05-23,Repair,2783000,5
8380,3264,122,51,2023-04-12,Warranty,213000,3
8381,1382,105,106,2025-04-15,Periodic,1341000,4
8382,2495,172,72,2023-10-30,Periodic,2073000,3
8383,5417,101,60,2023-11-13,Periodic,993000,5
8384,5417,101,60,2024-05-15,Periodic,2171000,4
8385,2141,124,38,2023-09-17,Periodic,1937000,4
8386,2141,124,38,2023-12-31,Periodic,642000,5
8387,2141,124,38,2021-10-09,Repair,3111000,2
8388,2747,103,86,2025-09-16,Repair,4235000,5
8389,2973,129,17,2025-05-12,Periodic,2129000,3
8390,1960,112,87,2023-03-12,Periodic,1139000,3
8391,1960,112,87,2023-05-11,Repair,5522000,4
8392,1960,112,87,2024-03-03,Periodic,2025000,5
8393,1787,133,92,2024-12-06,Periodic,1134000,4
8394,1485,108,39,2024-06-25,Warranty,36000,5
8395,1485,108,39,2023-07-08,Warranty,144000,5
8396,1485,108,39,2025-03-15,Periodic,1873000,5
8397,3030,109,80,2022-03-18,Periodic,1276000,5
8398,3030,109,80,2023-01-26,Periodic,1251000,3
8399,4361,124,21,2025-07-18,Periodic,2110000,3
8400,5465,107,82,2023-08-14,Periodic,1064000,3
8401,3948,151,26,2025-09-17,Repair,7640000,5
8402,3948,151,26,2024-11-29,Repair,2692000,3
8403,3948,151,26,2023-09-09,Periodic,1087000,5
8404,3677,121,68,2023-11-11,Warranty,155000,5
8405,4896,135,68,2023-09-23,Periodic,2150000,4
8406,2102,101,67,2024-05-16,Warranty,191000,5
8407,3134,159,95,2024-02-25,Periodic,1107000,4
8408,4228,105,10,2024-09-03,Periodic,2191000,2
8409,4228,105,10,2023-11-01,Repair,1624000,5
8410,4228,105,10,2025-05-17,Periodic,898000,5
8411,1904,136,100,2023-11-22,Warranty,183000,4
8412,5199,101,58,2022-08-26,Repair,1806000,1
8413,5199,101,58,2023-03-14,Periodic,1346000,1
8414,1772,123,11,2023-04-26,Warranty,247000,5
8415,5292,137,7,2023-05-09,Periodic,2010000,3
8416,2879,115,15,2022-09-30,Periodic,643000,5
8417,1143,136,100,2025-07-14,Repair,7687000,5
8418,2399,109,54,2025-11-15,Periodic,1139000,5
8419,5153,149,21,2023-10-23,Periodic,940000,5
8420,4751,104,31,2025-11-14,Body & Paint,8579000,5
8421,3070,109,58,2022-04-07,Periodic,2008000,2
8422,3070,109,58,2022-11-04,Periodic,627000,3
8423,3070,109,58,2021-02-03,Periodic,1481000,4
8424,4630,127,100,2024-05-05,Periodic,1028000,4
8425,1855,144,17,2024-11-10,Periodic,1021000,4
8426,2106,109,84,2025-09-19,Periodic,981000,5
8427,2106,109,84,2023-05-16,Periodic,2111000,5
8428,2741,118,120,2022-10-20,Repair,4174000,1
8429,2741,118,120,2023-12-30,Periodic,1776000,4
8430,3203,110,116,2021-07-17,Repair,3209000,3
8431,3203,110,116,2023-06-03,Periodic,2114000,2
8432,1570,140,4,2025-03-11,Repair,5414000,3
8433,1570,140,4,2024-12-31,Periodic,1303000,4
8434,3508,112,34,2022-02-25,Periodic,1012000,5
8435,3508,112,34,2024-08-23,Warranty,109000,3
8436,3508,112,34,2023-11-30,Periodic,671000,4
8437,4253,121,50,2025-08-20,Periodic,1411000,5
8438,4253,121,50,2025-09-02,Repair,4714000,4
8439,1800,110,58,2025-06-02,Warranty,216000,3
8440,2232,133,73,2024-03-29,Body & Paint,6216000,3
8441,2232,133,73,2025-04-24,Periodic,687000,4
8442,1901,118,49,2023-10-31,Body & Paint,9222000,4
8443,2297,127,101,2021-04-30,Repair,4804000,3
8444,2297,127,101,2022-04-16,Periodic,1612000,4
8445,2297,127,101,2023-06-17,Body & Paint,7916000,5
8446,4082,150,45,2023-12-19,Repair,5102000,4
8447,4082,150,45,2024-09-17,Periodic,985000,5
8448,5005,102,57,2023-11-28,Warranty,289000,4
8449,2532,104,20,2025-12-26,Periodic,1569000,5
8450,3889,129,26,2023-12-20,Periodic,1906000,5
8451,3889,129,26,2023-12-08,Periodic,2179000,3
8452,3889,129,26,2024-07-14,Periodic,946000,1
8453,4099,161,6,2025-10-20,Repair,4340000,3
8454,4165,103,94,2025-10-10,Body & Paint,7205000,5
8455,1342,105,109,2023-10-24,Periodic,878000,5
8456,1342,105,109,2021-09-16,Repair,1750000,2
8457,2715,164,102,2024-08-25,Repair,4620000,5
8458,2715,164,102,2024-05-24,Periodic,1099000,4
8459,1680,186,73,2021-04-29,Repair,7393000,5
8460,1680,186,73,2022-08-20,Periodic,1197000,4
8461,4138,135,103,2025-01-26,Repair,3155000,5
8462,4835,114,86,2024-02-09,Repair,6300000,3
8463,4835,114,86,2024-12-11,Periodic,1633000,2
8464,2566,124,87,2024-04-22,Periodic,790000,2
8465,2566,124,87,2023-08-23,Periodic,1027000,4
8466,2566,124,87,2023-03-28,Repair,4660000,4
8467,1330,134,66,2023-06-24,Periodic,614000,4
8468,1330,134,66,2024-11-21,Periodic,1363000,2
8469,1330,134,66,2024-11-15,Periodic,2179000,5
8470,1172,105,34,2024-09-18,Periodic,725000,5
8471,2364,115,17,2025-04-20,Periodic,1122000,4
8472,3700,115,67,2025-06-05,Warranty,459000,5
8473,5078,104,19,2023-01-24,Periodic,1707000,5
8474,5078,104,19,2024-06-15,Repair,7378000,4
8475,4763,105,53,2024-09-09,Periodic,634000,1
8476,1086,103,40,2025-07-09,Periodic,1570000,5
8477,1890,175,1,2025-11-27,Periodic,1379000,4
8478,1890,175,1,2024-08-22,Periodic,2028000,5
8479,1981,116,63,2021-11-18,Warranty,488000,1
8480,1981,116,63,2024-05-08,Periodic,1166000,3
8481,2337,118,68,2024-12-24,Warranty,257000,5
8482,4051,107,89,2022-10-28,Warranty,15000,5
8483,4051,107,89,2023-12-08,Periodic,1934000,5
8484,2801,117,113,2022-07-21,Periodic,1759000,3
8485,2801,117,113,2024-10-07,Warranty,79000,5
8486,2801,117,113,2024-11-11,Periodic,691000,3
8487,4194,125,77,2025-12-18,Body & Paint,2530000,4
8488,4194,125,77,2024-07-26,Periodic,913000,5
8489,1546,129,74,2025-10-01,Periodic,2147000,4
8490,1312,175,102,2023-01-03,Repair,6974000,3
8491,1139,108,71,2023-12-02,Periodic,1821000,3
8492,5323,106,116,2023-03-02,Periodic,1107000,5
8493,1007,158,105,2024-02-06,Warranty,78000,4
8494,1007,158,105,2025-12-19,Periodic,1231000,5
8495,5389,111,48,2024-05-04,Periodic,1071000,5
8496,5389,111,48,2025-02-26,Periodic,976000,5
8497,4885,120,24,2025-08-25,Periodic,1272000,5
8498,3348,105,46,2025-04-07,Repair,1701000,5
8499,4984,140,53,2023-05-29,Periodic,2003000,2
8500,4984,140,53,2024-08-22,Body & Paint,4030000,5
8501,3740,150,107,2025-11-29,Repair,3068000,5
8502,3740,150,107,2024-04-25,Repair,6635000,4
8503,5311,107,37,2025-03-02,Body & Paint,7189000,5
8504,4861,103,111,2025-09-28,Repair,5455000,4
8505,3636,106,65,2025-04-16,Periodic,797000,4
8506,2869,157,2,2025-06-19,Periodic,1940000,3
8507,2869,157,2,2024-05-03,Body & Paint,7002000,4
8508,2869,157,2,2025-02-16,Periodic,1698000,3
8509,2962,140,95,2025-12-04,Periodic,1404000,5
8510,1515,117,41,2024-01-19,Periodic,1148000,5
8511,5208,108,81,2025-02-19,Periodic,634000,5
8512,5420,119,53,2025-05-05,Warranty,204000,3
8513,2235,143,107,2024-01-01,Periodic,1525000,2
8514,2235,143,107,2024-03-12,Periodic,1000000,4
8515,2235,143,107,2023-05-06,Periodic,1669000,3
8516,3595,152,5,2025-04-23,Periodic,1792000,4
8517,2512,105,57,2023-03-07,Periodic,1848000,4
8518,2512,105,57,2022-05-29,Repair,5758000,5
8519,2512,105,57,2024-02-10,Repair,7780000,3
8520,1721,104,40,2023-10-03,Periodic,2065000,1
8521,1097,114,6,2022-10-02,Repair,4372000,4
8522,2435,134,68,2025-02-28,Periodic,2089000,5
8523,2435,134,68,2025-04-16,Repair,7720000,5
8524,2435,134,68,2025-05-21,Repair,1521000,5
8525,5300,104,3,2025-04-12,Body & Paint,11975000,4
8526,5300,104,3,2023-07-16,Warranty,440000,4
8527,5300,104,3,2025-10-11,Periodic,642000,2
8528,2582,139,107,2024-11-01,Periodic,2026000,5
8529,2582,139,107,2022-12-01,Periodic,1504000,4
8530,2582,139,107,2022-05-21,Repair,6297000,4
8531,3590,112,56,2025-06-20,Repair,2989000,4
8532,3590,112,56,2024-06-25,Periodic,1584000,3
8533,5186,104,114,2025-07-04,Periodic,1207000,3
8534,5186,104,114,2024-03-08,Repair,4453000,3
8535,5099,105,19,2024-10-19,Periodic,619000,5
8536,2110,112,88,2024-03-14,Periodic,1982000,5
8537,1528,147,25,2022-10-28,Repair,3452000,5
8538,1528,147,25,2022-05-07,Periodic,1119000,4
8539,1528,147,25,2020-10-30,Warranty,432000,4
8540,4218,108,6,2025-05-08,Repair,7516000,5
8541,4218,108,6,2022-11-10,Repair,3210000,5
8542,1540,101,14,2024-01-18,Body & Paint,6981000,5
8543,1540,101,14,2022-08-29,Repair,5780000,5
8544,1540,101,14,2022-12-27,Repair,4908000,5
8545,3851,128,86,2024-08-20,Body & Paint,11601000,4
8546,5347,115,54,2025-02-21,Warranty,182000,4
8547,4217,132,67,2025-05-24,Periodic,1150000,5
8548,1862,115,83,2023-06-03,Warranty,298000,5
8549,1631,182,20,2024-05-15,Periodic,985000,5
8550,1631,182,20,2024-09-11,Periodic,1222000,5
8551,1631,182,20,2023-10-28,Repair,5168000,3
8552,1326,108,19,2021-10-11,Repair,4168000,4
8553,5159,102,100,2024-11-19,Periodic,1426000,5
8554,5159,102,100,2023-04-13,Periodic,1016000,4
8555,3200,125,105,2024-01-12,Repair,6082000,5
8556,5055,120,28,2023-04-04,Periodic,1078000,5
8557,5055,120,28,2024-10-11,Periodic,1148000,5
8558,4593,159,102,2025-02-10,Periodic,1924000,5
8559,2413,112,92,2024-01-03,Periodic,756000,3
8560,2413,112,92,2025-05-08,Periodic,1318000,4
8561,2413,112,92,2024-11-01,Repair,6058000,2
8562,1830,141,14,2025-05-30,Warranty,62000,5
8563,1830,141,14,2025-07-08,Periodic,1085000,4
8564,1459,122,36,2025-01-30,Periodic,1580000,4
8565,1699,166,66,2024-12-29,Repair,5934000,3
8566,2332,117,2,2025-10-12,Periodic,1756000,5
8567,1580,112,15,2024-12-19,Periodic,979000,4
8568,1580,112,15,2024-03-26,Periodic,1208000,5
8569,5199,122,2,2024-12-29,Repair,4317000,3
8570,5199,122,2,2025-06-09,Periodic,2029000,5
8571,1333,112,69,2025-10-13,Body & Paint,5002000,5
8572,1333,112,69,2023-06-01,Periodic,976000,5
8573,2303,130,26,2024-09-23,Periodic,817000,5
8574,2137,105,98,2024-11-06,Repair,5755000,3
8575,1666,159,45,2025-11-14,Body & Paint,6709000,2
8576,2280,105,34,2025-03-17,Periodic,1521000,3
8577,2280,105,34,2023-09-19,Repair,4935000,5
8578,2280,105,34,2023-05-11,Repair,2693000,5
8579,2522,147,67,2025-08-06,Periodic,856000,4
8580,2522,147,67,2025-12-14,Periodic,1753000,3
8581,1085,113,25,2025-09-15,Periodic,1336000,5
8582,2587,104,23,2021-12-05,Periodic,1224000,5
8583,2587,104,23,2021-06-18,Periodic,1635000,3
8584,2201,187,94,2025-09-11,Repair,1809000,4
8585,2324,102,28,2024-07-25,Repair,2255000,5
8586,5236,117,116,2023-02-15,Periodic,789000,4
8587,5236,117,116,2022-12-28,Periodic,1552000,4
8588,5236,117,116,2022-05-03,Repair,7707000,3
8589,3701,119,42,2023-07-20,Periodic,1621000,4
8590,3701,119,42,2021-12-31,Periodic,1952000,5
8591,3701,119,42,2024-07-17,Periodic,1214000,4
8592,1012,125,2,2024-01-08,Periodic,1486000,5
8593,1752,127,68,2025-10-21,Periodic,2024000,4
8594,2117,117,73,2021-04-19,Periodic,1517000,3
8595,2117,117,73,2022-09-07,Periodic,2154000,5
8596,2117,117,73,2023-03-07,Periodic,1866000,4
8597,3478,137,44,2022-05-09,Periodic,710000,2
8598,3478,137,44,2023-11-26,Periodic,1350000,3
8599,3478,137,44,2022-03-06,Repair,7409000,5
8600,2731,104,50,2024-12-23,Repair,3977000,4
8601,2731,104,50,2024-03-13,Periodic,1045000,3
8602,1050,103,101,2023-12-31,Repair,1998000,4
8603,1050,103,101,2023-06-01,Periodic,658000,4
8604,1050,103,101,2023-05-16,Periodic,749000,4
8605,1976,109,82,2023-05-19,Repair,5772000,3
8606,1976,109,82,2024-12-23,Periodic,2054000,4
8607,2114,126,9,2025-03-16,Periodic,1918000,3
8608,2114,126,9,2023-03-04,Body & Paint,7226000,3
8609,2114,126,9,2025-10-22,Periodic,1997000,3
8610,2802,109,62,2025-10-17,Repair,3572000,5
8611,5483,145,75,2024-09-10,Periodic,1506000,5
8612,5483,145,75,2023-01-08,Repair,7358000,5
8613,2905,103,60,2023-03-22,Periodic,2080000,5
8614,1567,108,29,2025-09-06,Warranty,423000,5
8615,1567,108,29,2025-09-02,Repair,7380000,5
8616,5230,140,17,2022-03-12,Periodic,767000,5
8617,1821,135,67,2023-03-25,Warranty,394000,5
8618,1821,135,67,2025-07-29,Periodic,1090000,4
8619,1604,169,104,2025-06-12,Repair,1808000,5
8620,2082,169,20,2024-11-21,Periodic,619000,5
8621,1290,112,50,2024-03-29,Periodic,1970000,4
8622,1290,112,50,2024-02-17,Warranty,101000,5
8623,2636,128,74,2021-06-25,Periodic,1548000,5
8624,2096,162,109,2023-05-19,Periodic,733000,4
8625,3704,179,28,2024-06-30,Repair,7039000,4
8626,3704,179,28,2025-12-10,Periodic,1151000,3
8627,3704,179,28,2025-10-05,Periodic,1402000,2
8628,4903,148,77,2022-05-24,Periodic,1888000,5
8629,4903,148,77,2024-02-09,Periodic,1020000,5
8630,1363,126,14,2020-11-07,Repair,5438000,4
8631,5190,138,24,2025-01-24,Body & Paint,6591000,4
8632,5190,138,24,2024-01-27,Repair,4656000,5
8633,5190,138,24,2024-07-29,Periodic,986000,5
8634,4668,111,11,2025-01-10,Repair,2547000,5
8635,2293,115,70,2024-12-13,Repair,2527000,5
8636,2293,115,70,2025-12-28,Periodic,1160000,1
8637,4521,111,105,2024-12-02,Periodic,920000,3
8638,4521,111,105,2025-09-24,Periodic,1959000,5
8639,1652,167,19,2024-10-17,Warranty,460000,5
8640,4878,112,53,2022-05-12,Periodic,2086000,3
8641,4878,112,53,2023-01-18,Warranty,154000,4
8642,4878,112,53,2023-01-02,Periodic,1915000,2
8643,2742,141,35,2023-07-21,Warranty,363000,3
8644,2742,141,35,2022-11-01,Periodic,1265000,5
8645,2011,131,115,2022-11-22,Periodic,724000,5
8646,2011,131,115,2022-10-17,Repair,3601000,3
8647,2154,130,4,2021-12-11,Warranty,305000,5
8648,1231,140,108,2025-01-23,Periodic,1858000,5
8649,1231,140,108,2025-04-19,Periodic,1867000,3
8650,1231,140,108,2024-05-10,Repair,5457000,4
8651,2721,132,92,2025-07-07,Periodic,1807000,5
8652,2721,132,92,2024-07-31,Repair,6282000,4
8653,4913,101,82,2022-02-06,Periodic,1402000,4
8654,3710,143,45,2025-11-01,Warranty,88000,4
8655,3239,129,78,2024-05-09,Repair,3715000,3
8656,3239,129,78,2023-04-22,Repair,2323000,4
8657,3239,129,78,2023-07-04,Body & Paint,4809000,3
8658,4109,159,77,2023-12-10,Repair,5911000,2
8659,4109,159,77,2025-10-02,Body & Paint,9030000,5
8660,4998,111,70,2023-12-16,Repair,6316000,4
8661,4998,111,70,2023-03-28,Repair,6327000,4
8662,4998,111,70,2024-05-09,Periodic,2110000,4
8663,4054,114,72,2022-04-02,Periodic,1039000,4
8664,4054,114,72,2022-10-24,Repair,4603000,5
8665,1513,115,58,2025-05-24,Periodic,1847000,4
8666,3816,141,77,2024-11-16,Repair,1584000,1
8667,3816,141,77,2025-09-16,Body & Paint,3746000,4
8668,3580,143,30,2024-08-28,Periodic,1458000,5
8669,3580,143,30,2025-03-08,Periodic,924000,4
8670,1890,105,44,2022-02-06,Periodic,2180000,4
8671,1890,105,44,2023-03-09,Periodic,961000,5
8672,1890,105,44,2022-03-01,Body & Paint,3942000,5
8673,2624,107,18,2025-10-16,Periodic,744000,4
8674,5111,158,120,2023-08-26,Repair,5577000,2
8675,5188,129,100,2022-08-17,Periodic,1121000,5
8676,5188,129,100,2023-09-28,Body & Paint,8132000,4
8677,4103,128,22,2022-01-05,Periodic,1468000,4
8678,5242,132,89,2025-06-21,Periodic,690000,4
8679,5242,132,89,2025-04-05,Repair,4026000,4
8680,5408,120,36,2025-03-09,Body & Paint,4611000,4
8681,4040,115,34,2025-09-08,Periodic,656000,5
8682,4040,115,34,2025-07-11,Warranty,165000,2
8683,4040,115,34,2025-09-25,Periodic,621000,5
8684,3776,160,38,2024-01-16,Periodic,2175000,4
8685,1424,113,4,2023-10-12,Body & Paint,11100000,5
8686,4355,103,56,2024-12-24,Repair,2186000,4
