financing_id,transaction_id,financing_company,down_payment,loan_amount,tenor_months,interest_rate,installment_amount
9780,501133,Adira Finance,95200000,288527000,24,7.65,13861000
9781,501134,Adira Finance,77700000,235875000,48,6.77,6244000
9782,501136,BCA Finance,64200000,243381000,60,8.16,5711000
9783,501137,Astra Credit,110000000,207127000,60,4.94,4304000
9784,501138,FIFGROUP,64600000,247865000,60,8.51,5888000
9785,501139,Mandiri Tunas Finance,59200000,227513000,12,9.29,20720000
9786,501140,Maybank Finance,51400000,162164000,60,3.53,3179000
9787,501141,Astra Credit,84000000,213924000,12,5.03,18723000
9788,501142,Adira Finance,103200000,224250000,24,5.10,10296000
9789,501143,FIFGROUP,86900000,217240000,12,5.74,19142000
9790,501145,Mandiri Tunas Finance,108700000,209648000,24,8.56,10230000
9791,501149,Adira Finance,67000000,157664000,24,8.18,7644000
9792,501150,Mandiri Tunas Finance,86700000,228873000,36,6.19,7538000
9793,501152,Astra Credit,606900000,1290645000,60,6.65,28663000
9794,501153,FIFGROUP,385600000,1274405000,12,6.13,112710000
9795,501155,BFI Finance,253900000,577379000,24,5.26,26588000
9796,501157,BCA Finance,252600000,570465000,24,8.58,27848000
9797,501158,BFI Finance,54100000,171341000,36,7.79,5871000
9798,501159,BFI Finance,62300000,213646000,24,4.13,9637000
9799,501160,BCA Finance,86500000,267701000,48,8.89,7560000
9800,501162,BCA Finance,41000000,137710000,60,5.97,2980000
9801,501164,FIFGROUP,83200000,171545000,48,6.41,4490000
9802,501165,Astra Credit,84900000,210471000,36,4.80,6688000
9803,501166,Adira Finance,109700000,244501000,36,4.09,7625000
9804,501168,BFI Finance,403800000,1401282000,12,5.67,123394000
9805,501169,BFI Finance,76500000,232635000,24,4.30,10526000
9806,501170,Adira Finance,92300000,187087000,60,4.18,3769000
9807,501173,BCA Finance,224800000,610808000,24,7.81,29425000
9808,501175,Mandiri Tunas Finance,103300000,217823000,12,5.90,19222000
9809,501177,FIFGROUP,104700000,212094000,24,5.86,9872000
9810,501178,BCA Finance,85700000,229984000,60,3.54,4511000
9811,501183,Astra Credit,840400000,2588612000,48,6.16,67217000
9812,501184,Maybank Finance,235000000,611153000,24,3.53,27262000
9813,501185,Astra Credit,59900000,213271000,24,7.26,10176000
9814,501187,Maybank Finance,217600000,425090000,24,8.56,20744000
9815,501188,BCA Finance,45900000,178320000,24,8.54,8699000
9816,501190,Astra Credit,158600000,332131000,24,9.23,16393000
9817,501191,BCA Finance,249800000,601681000,48,9.30,17198000
9818,501192,BCA Finance,92900000,247204000,48,4.25,6025000
9819,501193,FIFGROUP,161300000,527122000,24,9.41,26096000
9820,501195,Astra Credit,35700000,137349000,12,7.10,12258000
9821,501196,Astra Credit,92600000,179905000,24,4.71,8202000
9822,501197,BFI Finance,244700000,476467000,36,7.50,16213000
9823,501199,Mandiri Tunas Finance,131700000,353814000,24,5.86,16470000
9824,501201,BFI Finance,102500000,295657000,36,9.29,10501000
9825,501204,Mandiri Tunas Finance,92700000,186909000,12,9.24,17014000
9826,501205,Mandiri Tunas Finance,184900000,498416000,24,5.84,23192000
9827,501207,Maybank Finance,257800000,546284000,36,7.13,18420000
9828,501208,Maybank Finance,91600000,225305000,12,6.65,20023000
9829,501209,BFI Finance,67700000,237328000,48,6.60,6249000
9830,501210,Mandiri Tunas Finance,87800000,189700000,12,6.29,16802000
9831,501211,Astra Credit,129900000,467835000,48,6.28,12194000
9832,501212,Maybank Finance,96400000,219950000,12,3.87,19038000
9833,501213,Maybank Finance,110400000,207171000,60,7.49,4745000
9834,501217,Adira Finance,47000000,145474000,12,9.30,13250000
9835,501218,Astra Credit,107400000,199737000,36,5.71,6498000
9836,501219,Maybank Finance,93900000,175386000,48,4.22,4270000
9837,501221,Maybank Finance,126500000,297631000,36,9.13,10532000
9838,501222,Maybank Finance,48800000,147670000,24,3.76,6615000
9839,501225,Adira Finance,199100000,619969000,24,4.16,27981000
9840,501227,Maybank Finance,44000000,153136000,12,8.49,13844000
9841,501230,Astra Credit,209300000,622978000,48,6.21,16202000
9842,501231,Maybank Finance,114200000,216802000,36,5.78,7066000
9843,501234,Astra Credit,128800000,290891000,12,7.87,26148000
9844,501235,Astra Credit,146300000,306691000,24,7.39,14667000
9845,501236,Maybank Finance,56900000,189076000,24,4.31,8557000
9846,501237,Mandiri Tunas Finance,124700000,318079000,12,6.45,28216000
9847,501238,Mandiri Tunas Finance,160800000,555261000,60,4.10,11151000
9848,501240,Maybank Finance,78200000,247807000,36,7.31,8393000
9849,501241,Adira Finance,282700000,535370000,12,7.70,48049000
9850,501242,Adira Finance,75100000,251018000,60,4.01,5022000
9851,501243,FIFGROUP,155600000,470995000,36,7.94,16199000
9852,501244,Adira Finance,243600000,469686000,48,6.87,12474000
9853,501245,Maybank Finance,253900000,533423000,12,8.06,48034000
9854,501247,Astra Credit,128000000,335092000,36,4.06,10441000
9855,501250,BCA Finance,190700000,607723000,24,4.96,27833000
9856,501252,Astra Credit,89400000,223176000,60,7.77,5164000
9857,501254,BFI Finance,67400000,209656000,12,7.50,18781000
9858,501256,BCA Finance,165400000,530237000,24,6.09,24784000
9859,501257,Astra Credit,66500000,245854000,60,4.55,5029000
9860,501258,Maybank Finance,106000000,223892000,60,8.54,5324000
9861,501264,BFI Finance,105000000,343773000,48,6.34,8978000
9862,501265,Mandiri Tunas Finance,150300000,302136000,36,6.84,10114000
9863,501267,Astra Credit,87800000,216895000,24,4.30,9814000
9864,501270,BCA Finance,109400000,303631000,24,8.17,14718000
9865,501271,Mandiri Tunas Finance,246900000,463833000,12,4.07,40225000
9866,501272,FIFGROUP,70000000,213272000,24,5.14,9799000
9867,501273,Maybank Finance,117000000,267948000,36,6.93,8990000
9868,501275,FIFGROUP,67500000,253956000,36,5.43,8203000
9869,501276,FIFGROUP,211100000,635275000,24,7.56,30472000
9870,501277,FIFGROUP,69700000,136538000,12,6.40,12106000
9871,501280,Adira Finance,286200000,555846000,24,6.20,26032000
9872,501283,FIFGROUP,155600000,382750000,60,3.55,7511000
9873,501285,Adira Finance,200900000,380407000,24,7.80,18322000
9874,501286,FIFGROUP,43000000,142259000,60,9.10,3449000
9875,501287,Maybank Finance,71000000,242686000,36,6.05,7964000
9876,501288,FIFGROUP,343000000,814064000,48,9.12,23146000
9877,501290,BCA Finance,469000000,1244396000,60,8.66,29720000
9878,501291,FIFGROUP,90800000,213229000,60,4.98,4438000
9879,501295,FIFGROUP,52800000,184074000,12,6.27,16301000
9880,501297,Mandiri Tunas Finance,88100000,210157000,36,7.66,7179000
9881,501298,BFI Finance,54500000,133201000,60,8.24,3134000
9882,501299,BFI Finance,271600000,936524000,36,9.40,33350000
9883,501303,BFI Finance,243800000,604351000,48,6.65,15939000
9884,501305,FIFGROUP,112700000,301996000,48,7.39,8151000
9885,501306,Mandiri Tunas Finance,154600000,532934000,24,5.44,24621000
9886,501307,Maybank Finance,42600000,151650000,48,9.06,4304000
9887,501309,Mandiri Tunas Finance,99800000,218770000,60,6.14,4765000
9888,501311,Mandiri Tunas Finance,86100000,240018000,36,8.04,8275000
9889,501312,Astra Credit,266000000,523099000,60,8.96,12624000
9890,501313,FIFGROUP,162500000,305920000,48,4.72,7576000
9891,501314,Adira Finance,240200000,577981000,24,7.25,27574000
9892,501315,BCA Finance,139000000,273587000,60,8.52,6502000
9893,501317,FIFGROUP,199100000,416839000,24,5.40,19244000
9894,501319,Mandiri Tunas Finance,91400000,341278000,24,9.26,16853000
9895,501321,BFI Finance,167900000,645508000,24,4.62,29381000
9896,501322,Astra Credit,384300000,757113000,48,6.58,19924000
9897,501323,BCA Finance,110000000,309358000,60,9.17,7519000
9898,501324,BCA Finance,130100000,313234000,12,6.55,27812000
9899,501325,BFI Finance,514100000,1128145000,36,7.30,38200000
9900,501327,Maybank Finance,162300000,521793000,12,7.47,46730000
9901,501328,BCA Finance,92800000,298697000,12,6.22,26439000
9902,501329,Astra Credit,230000000,578413000,48,5.42,14662000
9903,501331,FIFGROUP,61600000,243095000,48,3.91,5856000
9904,501332,BCA Finance,66400000,261161000,36,7.98,8991000
9905,501333,Astra Credit,277500000,574980000,24,9.35,28437000
9906,501334,FIFGROUP,71500000,229310000,12,6.35,20322000
9907,501335,Astra Credit,165200000,321757000,12,8.78,29167000
9908,501336,Astra Credit,221400000,631635000,24,6.03,29492000
9909,501337,Mandiri Tunas Finance,117000000,306021000,12,6.06,27047000
9910,501338,Adira Finance,106400000,327166000,48,4.66,8086000
9911,501339,Maybank Finance,77600000,221545000,60,8.12,5191000
9912,501340,BCA Finance,55400000,190909000,48,7.74,5208000
9913,501342,Astra Credit,538400000,1008607000,60,4.40,20508000
9914,501344,BCA Finance,97300000,206618000,24,7.42,9886000
9915,501347,Maybank Finance,101000000,399277000,60,8.45,9466000
9916,501349,Astra Credit,148700000,278761000,24,9.36,13789000
9917,501350,Mandiri Tunas Finance,136700000,534628000,12,8.08,48152000
9918,501351,FIFGROUP,80200000,233042000,60,4.20,4699000
9919,501353,FIFGROUP,516300000,1874751000,36,6.87,62809000
9920,501354,BCA Finance,78600000,225207000,24,8.37,10954000
9921,501355,FIFGROUP,137500000,291737000,12,5.08,25546000
9922,501356,FIFGROUP,197300000,493231000,36,5.13,15809000
9923,501357,FIFGROUP,43300000,167378000,24,6.53,7884000
9924,501358,Astra Credit,73300000,140264000,12,8.33,12662000
9925,501359,BCA Finance,121200000,369753000,24,5.58,17125000
9926,501363,FIFGROUP,63100000,193865000,24,7.69,9320000
9927,501365,FIFGROUP,65800000,169853000,48,4.91,4233000
9928,501367,Astra Credit,144200000,381607000,12,8.38,34465000
9929,501368,Astra Credit,136600000,272213000,24,8.42,13252000
9930,501370,BCA Finance,77500000,226640000,48,8.55,6336000
9931,501372,FIFGROUP,44700000,140781000,60,6.20,3073000
9932,501373,FIFGROUP,204900000,637035000,24,6.60,30046000
9933,501375,BCA Finance,428500000,1170011000,48,9.45,33589000
9934,501376,BFI Finance,109600000,247820000,60,9.06,6001000
9935,501377,BCA Finance,117800000,332749000,60,3.63,6552000
9936,501378,Astra Credit,67200000,191430000,60,8.74,4584000
9937,501380,Astra Credit,38400000,145638000,12,5.75,12834000
9938,501382,FIFGROUP,79000000,179408000,12,9.14,16317000
9939,501384,FIFGROUP,114100000,246983000,12,7.92,22212000
9940,501386,Adira Finance,66000000,159663000,12,6.78,14207000
9941,501390,BFI Finance,106400000,213613000,60,5.16,4478000
9942,501392,BFI Finance,65800000,207926000,12,7.77,18673000
9943,501393,Maybank Finance,121800000,342513000,36,5.27,11018000
9944,501394,FIFGROUP,101200000,330923000,24,5.53,15313000
9945,501395,Maybank Finance,178500000,618036000,36,8.59,21591000
9946,501396,Mandiri Tunas Finance,119500000,382553000,12,4.82,33416000
9947,501397,Astra Credit,98600000,227740000,24,9.37,11267000
9948,501398,BFI Finance,172800000,360444000,48,7.34,9713000
9949,501399,BCA Finance,57500000,192916000,48,5.99,4982000
9950,501400,Astra Credit,99700000,228305000,36,8.61,7979000
9951,501401,Maybank Finance,88100000,233800000,36,6.99,7856000
9952,501403,BCA Finance,54900000,218493000,36,7.56,7445000
9953,501406,BFI Finance,70200000,244374000,24,8.58,11929000
9954,501408,Adira Finance,74900000,216031000,24,6.56,10182000
9955,501409,Adira Finance,68300000,236839000,12,6.62,21043000
9956,501411,Adira Finance,47000000,150802000,12,7.48,13506000
9957,501412,BCA Finance,107000000,205354000,12,5.60,18071000
9958,501413,BCA Finance,68400000,243288000,48,5.36,6155000
9959,501414,Adira Finance,36400000,141644000,12,3.80,12252000
9960,501415,BCA Finance,56100000,122832000,24,6.75,5808000
9961,501416,BCA Finance,224300000,621409000,48,8.54,17368000
9962,501418,Maybank Finance,141400000,271853000,12,6.73,24179000
9963,501419,Astra Credit,92400000,184101000,24,8.04,8904000
9964,501420,BFI Finance,106700000,343960000,60,8.27,8103000
9965,501422,Astra Credit,309100000,616751000,36,5.93,20179000
9966,501423,Mandiri Tunas Finance,147500000,481204000,24,5.34,22191000
9967,501424,BFI Finance,125700000,364032000,12,4.99,31849000
9968,501425,BFI Finance,162300000,307230000,24,8.69,15026000
9969,501426,Astra Credit,135900000,260037000,12,7.64,23325000
9970,501427,Astra Credit,182400000,613359000,60,7.50,14056000
9971,501429,BFI Finance,152500000,457223000,48,8.50,12764000
9972,501430,Adira Finance,91300000,189974000,60,4.28,3843000
9973,501431,FIFGROUP,91900000,233330000,36,3.80,7220000
9974,501432,BFI Finance,163600000,416930000,24,8.14,20200000
9975,501434,BFI Finance,92200000,218711000,12,5.89,19299000
9976,501436,Mandiri Tunas Finance,64600000,138197000,12,9.01,12554000
9977,501438,BCA Finance,60700000,188384000,36,7.09,6345000
9978,501439,Astra Credit,92100000,219144000,12,3.83,18961000
9979,501441,Astra Credit,138300000,337002000,48,4.72,8346000
9980,501443,Maybank Finance,69700000,196145000,12,5.31,17213000
9981,501448,Adira Finance,59700000,152643000,48,5.49,3878000
9982,501450,Maybank Finance,447200000,1577218000,36,8.33,54760000
9983,501452,FIFGROUP,159500000,475531000,36,4.82,15119000
9984,501453,Adira Finance,67400000,189010000,36,7.84,6485000
9985,501454,BFI Finance,251600000,934324000,12,5.66,82267000
9986,501457,BFI Finance,236400000,483768000,24,3.56,21592000
9987,501458,Maybank Finance,67700000,197479000,24,8.65,9651000
9988,501459,BFI Finance,69600000,220665000,48,7.04,5891000
9989,501460,FIFGROUP,141200000,313789000,60,7.85,7282000
9990,501461,Maybank Finance,58400000,138181000,24,8.60,6747000
9991,501462,Astra Credit,70000000,149336000,24,5.03,6848000
9992,501463,Adira Finance,64500000,211113000,12,7.33,18882000
9993,501464,FIFGROUP,146000000,477376000,12,7.27,42673000
9994,501465,Mandiri Tunas Finance,150800000,338599000,36,8.75,11874000
9995,501466,BCA Finance,68800000,140657000,24,3.53,6274000
9996,501467,BFI Finance,96400000,299648000,36,7.24,10131000
9997,501468,Astra Credit,71400000,227079000,12,4.36,19748000
9998,501469,Adira Finance,52300000,131072000,60,8.26,3086000
9999,501470,BCA Finance,111800000,218092000,48,9.33,6239000
10000,501471,BCA Finance,70400000,191782000,12,6.99,17098000
10001,501472,Mandiri Tunas Finance,181100000,539401000,24,6.70,25486000
10002,501473,Adira Finance,64100000,122491000,24,4.70,5583000
10003,501477,Astra Credit,74400000,237288000,36,6.48,7872000
10004,501478,Adira Finance,188900000,615628000,36,5.06,19696000
10005,501479,BCA Finance,66000000,205173000,60,4.22,4141000
10006,501480,Mandiri Tunas Finance,70200000,248814000,24,7.21,11862000
10007,501483,Adira Finance,128200000,264074000,24,5.74,12266000
10008,501484,Maybank Finance,47800000,159326000,12,5.04,13946000
10009,501486,BFI Finance,202500000,625116000,24,8.97,30719000
10010,501490,Mandiri Tunas Finance,88400000,201199000,48,7.40,5432000
10011,501491,Mandiri Tunas Finance,276900000,908913000,48,7.89,24911000
10012,501492,Mandiri Tunas Finance,182100000,518199000,12,3.73,44793000
10013,501493,Adira Finance,164100000,547410000,36,8.68,19165000
10014,501494,Adira Finance,102700000,209432000,60,6.36,4600000
10015,501495,Astra Credit,86300000,171442000,60,5.56,3651000
10016,501497,BFI Finance,111900000,307680000,24,6.92,14594000
10017,501498,Astra Credit,452000000,1315009000,48,4.93,32798000
10018,501502,Adira Finance,131500000,467567000,60,3.66,9218000
10019,501504,FIFGROUP,40800000,137133000,60,4.55,2805000
10020,501505,BCA Finance,112500000,329391000,48,9.35,9428000
10021,501506,Maybank Finance,115300000,319820000,48,7.63,8696000
10022,501507,Astra Credit,205900000,414479000,12,7.86,37254000
10023,501508,Adira Finance,89000000,174625000,48,5.35,4416000
10024,501510,Astra Credit,456100000,960815000,12,6.96,85640000
10025,501511,BCA Finance,91900000,207245000,60,4.82,4286000
10026,501512,Astra Credit,243300000,543246000,24,7.77,26152000
10027,501513,FIFGROUP,238300000,574553000,48,3.73,13755000
10028,501514,Adira Finance,72300000,274353000,12,7.44,24563000
10029,501515,Mandiri Tunas Finance,69700000,254642000,48,8.28,7062000
10030,501517,Astra Credit,232300000,606194000,12,5.02,53052000
10031,501518,Maybank Finance,203000000,625171000,12,8.43,56489000
10032,501519,BCA Finance,143200000,490388000,24,9.13,24163000
10033,501520,FIFGROUP,217300000,586784000,48,4.82,14581000
10034,501521,Adira Finance,56600000,198145000,60,6.25,4334000
10035,501522,BCA Finance,195000000,585885000,48,6.62,15438000
10036,501523,FIFGROUP,133700000,437617000,24,5.80,20349000
10037,501524,BCA Finance,155400000,313131000,12,5.02,27404000
10038,501525,Adira Finance,72200000,196753000,36,5.51,6368000
10039,501527,FIFGROUP,157900000,442832000,36,7.81,15182000
10040,501528,Adira Finance,68000000,263557000,60,8.06,6162000
10041,501530,BCA Finance,45900000,152124000,36,7.26,5146000
10042,501531,FIFGROUP,50400000,150954000,60,8.63,3601000
10043,501532,FIFGROUP,139300000,339554000,60,5.23,7139000
10044,501533,BCA Finance,118100000,282055000,60,5.34,5956000
10045,501534,BCA Finance,245500000,469673000,60,8.77,11260000
10046,501535,BCA Finance,54300000,135399000,36,4.90,4313000
10047,501536,BCA Finance,74700000,220005000,60,6.56,4869000
10048,501539,BFI Finance,96600000,223746000,48,4.89,5573000
10049,501540,FIFGROUP,222700000,682061000,24,7.31,32574000
10050,501541,Astra Credit,87700000,177479000,36,4.70,5625000
10051,501543,BCA Finance,67200000,217182000,24,3.71,9720000
10052,501544,BCA Finance,116300000,300949000,12,3.90,26057000
10053,501545,Mandiri Tunas Finance,85900000,207362000,36,8.30,7194000
10054,501546,Maybank Finance,1512400000,3272810000,24,7.25,156140000
10055,501548,BCA Finance,202500000,490917000,36,5.93,16062000
10056,501549,Maybank Finance,85500000,221748000,48,4.00,5358000
10057,501551,Mandiri Tunas Finance,183100000,663719000,24,7.66,31891000
10058,501552,Astra Credit,164700000,327030000,48,9.33,9355000
10059,501553,Maybank Finance,154600000,507515000,48,7.87,13901000
10060,501554,FIFGROUP,131000000,284140000,12,4.30,24696000
10061,501555,Maybank Finance,128000000,313336000,36,7.45,10649000
10062,501556,Mandiri Tunas Finance,63900000,253338000,12,6.85,22557000
10063,501557,Mandiri Tunas Finance,98200000,340361000,48,3.95,8211000
10064,501561,Astra Credit,163200000,534657000,12,4.48,46550000
10065,501563,BFI Finance,78700000,171605000,12,5.74,15121000
10066,501564,Astra Credit,111400000,387656000,36,8.46,13501000
10067,501570,Maybank Finance,102600000,210975000,48,3.66,5038000
10068,501571,BFI Finance,99800000,195349000,12,4.40,16995000
10069,501574,BCA Finance,242900000,629782000,12,8.45,56916000
10070,501576,Mandiri Tunas Finance,371900000,1287328000,48,8.74,36195000
10071,501578,Mandiri Tunas Finance,92600000,238402000,12,7.55,21366000
10072,501582,Astra Credit,44000000,148252000,60,6.50,3273000
10073,501585,FIFGROUP,40200000,154938000,48,7.34,4175000
10074,501586,Adira Finance,94600000,201104000,60,4.59,4120000
10075,501587,Astra Credit,79900000,303605000,60,7.45,6944000
10076,501588,Astra Credit,50100000,129831000,48,7.35,3500000
10077,501589,Mandiri Tunas Finance,165800000,526063000,36,6.54,17479000
10078,501590,Adira Finance,68400000,193782000,24,4.50,8800000
10079,501592,Maybank Finance,60900000,193179000,12,8.04,17392000
10080,501593,Mandiri Tunas Finance,197100000,614976000,12,7.52,55101000
10081,501595,Maybank Finance,81000000,272868000,12,5.85,24069000
10082,501596,BFI Finance,60200000,217189000,24,8.57,10600000
10083,501597,Astra Credit,63000000,128697000,60,9.15,3126000
10084,501598,Mandiri Tunas Finance,287000000,578689000,36,8.71,20275000
10085,501600,BCA Finance,84500000,170689000,36,8.25,5914000
10086,501601,BCA Finance,79100000,194959000,48,7.71,5314000
10087,501602,FIFGROUP,42400000,139862000,12,8.27,12619000
10088,501603,Astra Credit,57800000,162868000,48,9.14,4633000
10089,501605,Mandiri Tunas Finance,81400000,318311000,24,8.24,15448000
10090,501606,Adira Finance,105700000,212093000,12,7.87,19065000
10091,501608,Maybank Finance,62000000,159556000,12,6.80,14200000
10092,501610,Adira Finance,89200000,223820000,60,6.33,4910000
10093,501611,FIFGROUP,131100000,305352000,60,8.88,7348000
10094,501612,Adira Finance,180100000,488675000,36,4.40,15366000
10095,501613,Astra Credit,77400000,248496000,36,8.35,8631000
10096,501615,BFI Finance,73300000,188216000,24,3.98,8466000
10097,501620,Astra Credit,83900000,194821000,48,5.22,4906000
10098,501621,Maybank Finance,90700000,354854000,48,3.89,8543000
10099,501623,Astra Credit,139000000,258602000,24,7.63,12419000
10100,501624,Astra Credit,150200000,350743000,36,8.99,12370000
10101,501625,BFI Finance,44600000,147097000,36,4.24,4605000
10102,501628,Mandiri Tunas Finance,70300000,223073000,48,9.11,6340000
10103,501629,Adira Finance,56100000,194205000,24,5.88,9043000
10104,501630,Astra Credit,80400000,179895000,12,9.02,16343000
10105,501631,Maybank Finance,90500000,324196000,12,3.96,28086000
10106,501634,Adira Finance,137000000,280027000,24,8.43,13634000
10107,501635,BFI Finance,60100000,213404000,12,4.21,18532000
10108,501636,Mandiri Tunas Finance,144100000,286025000,60,4.03,5727000
10109,501639,BCA Finance,173700000,688548000,24,7.87,33205000
10110,501640,Maybank Finance,44900000,161005000,24,7.30,7687000
10111,501641,Mandiri Tunas Finance,82300000,217844000,36,4.09,6793000
10112,501642,Astra Credit,41600000,140218000,48,7.72,3823000
10113,501644,Mandiri Tunas Finance,84200000,161776000,12,7.38,14476000
10114,501646,BFI Finance,159800000,326380000,48,7.97,8967000
10115,501648,Astra Credit,146700000,506424000,36,4.52,15974000
10116,501651,BFI Finance,114100000,283946000,60,8.96,6852000
10117,501652,BCA Finance,43700000,130459000,36,5.12,4180000
10118,501653,Mandiri Tunas Finance,224900000,567973000,48,7.88,15562000
10119,501657,BCA Finance,94400000,239488000,48,6.79,6344000
10120,501658,BFI Finance,109400000,416851000,36,4.56,13163000
10121,501659,BFI Finance,57600000,182160000,36,8.01,6275000
10122,501660,Adira Finance,131400000,370986000,48,8.97,10501000
10123,501662,FIFGROUP,163000000,350486000,12,7.69,31453000
10124,501663,Maybank Finance,100900000,201908000,48,7.94,5542000
10125,501664,Adira Finance,190400000,529546000,60,5.29,11160000
10126,501665,Astra Credit,58000000,124262000,60,7.98,2897000
10127,501666,BCA Finance,192400000,610019000,24,6.59,28767000
10128,501668,BFI Finance,217300000,751286000,12,8.98,68229000
10129,501669,Astra Credit,120100000,458987000,12,7.26,41025000
10130,501670,Astra Credit,47800000,134795000,48,8.07,3714000
10131,501671,Mandiri Tunas Finance,41500000,138986000,36,7.44,4722000
10132,501672,Maybank Finance,241000000,597161000,12,3.54,51525000
10133,501674,Mandiri Tunas Finance,291200000,572935000,12,8.32,51716000
10134,501675,BCA Finance,43300000,158498000,60,5.36,3349000
10135,501676,Mandiri Tunas Finance,124800000,292893000,36,9.40,10430000
10136,501678,Maybank Finance,144900000,535419000,36,7.37,18161000
10137,501680,Maybank Finance,136600000,269438000,48,8.77,7582000
10138,501681,Adira Finance,113700000,218634000,36,4.26,6849000
10139,501682,Mandiri Tunas Finance,152700000,325266000,60,6.66,7226000
10140,501684,FIFGROUP,127000000,263831000,12,9.46,24065000
10141,501685,BCA Finance,45400000,149405000,36,6.13,4913000
10142,501686,BCA Finance,90200000,359239000,48,5.53,9139000
10143,501687,FIFGROUP,108200000,204709000,36,5.51,6626000
10144,501689,BCA Finance,68800000,195269000,36,3.99,6073000
10145,501692,FIFGROUP,240300000,453339000,60,6.26,9920000
10146,501694,BFI Finance,149100000,283578000,36,4.38,8912000
10147,501697,Mandiri Tunas Finance,74400000,148155000,48,6.22,3854000
10148,501700,BFI Finance,83700000,186585000,12,4.54,16254000
10149,501703,Maybank Finance,76300000,259586000,48,4.28,6333000
10150,501704,BCA Finance,147200000,487387000,12,4.94,42621000
10151,501705,BFI Finance,89400000,246486000,12,5.17,21602000
10152,501706,BFI Finance,138500000,266428000,24,6.21,12479000
10153,501707,BFI Finance,564000000,1939605000,24,6.97,92082000
10154,501709,Astra Credit,244400000,576112000,36,8.40,20035000
10155,501710,Adira Finance,196200000,500325000,24,8.16,24249000
10156,501712,BCA Finance,72000000,182412000,60,9.26,4447000
10157,501713,BCA Finance,150100000,284465000,36,4.49,8966000
10158,501714,Maybank Finance,67100000,196858000,60,6.77,4391000
10159,501715,Astra Credit,105500000,385342000,36,7.72,13182000
10160,501716,Adira Finance,117400000,277427000,24,5.95,12935000
10161,501717,BCA Finance,60600000,234993000,60,4.28,4754000
10162,501718,FIFGROUP,53900000,134578000,48,7.97,3697000
10163,501719,BCA Finance,94700000,251509000,48,8.99,7123000
10164,501720,FIFGROUP,224400000,621198000,48,4.70,15374000
10165,501721,BFI Finance,110500000,305750000,48,8.43,8517000
10166,501722,Mandiri Tunas Finance,193700000,427345000,36,4.36,13423000
10167,501723,BCA Finance,157600000,316370000,12,8.26,28541000
10168,501726,Mandiri Tunas Finance,129600000,367569000,36,6.01,12051000
10169,501728,BCA Finance,75300000,222513000,24,8.73,10890000
10170,501729,BFI Finance,772600000,1863095000,12,5.51,163812000
10171,501730,Adira Finance,106800000,211326000,48,5.98,5455000
10172,501731,FIFGROUP,82600000,243074000,60,5.49,5163000
10173,501732,Astra Credit,102100000,315371000,24,7.63,15145000
10174,501734,Astra Credit,43800000,130914000,24,5.77,6084000
10175,501735,BCA Finance,88100000,226030000,48,3.92,5447000
10176,501737,Maybank Finance,189400000,678509000,24,6.77,32099000
10177,501738,Maybank Finance,69800000,253432000,12,4.72,22116000
10178,501739,Astra Credit,97100000,185173000,48,9.34,5299000
10179,501740,BFI Finance,62100000,185208000,60,5.15,3881000
10180,501741,Adira Finance,187500000,627018000,24,5.72,29114000
10181,501743,Mandiri Tunas Finance,66000000,232590000,36,8.10,8030000
10182,501745,Mandiri Tunas Finance,182800000,518609000,24,7.64,24910000
10183,501748,Astra Credit,127700000,345937000,36,6.26,11413000
10184,501751,Mandiri Tunas Finance,178100000,644854000,24,7.01,30635000
10185,501753,FIFGROUP,95100000,290625000,60,4.18,5856000
10186,501754,FIFGROUP,124100000,311686000,36,7.13,10509000
10187,501755,Maybank Finance,214700000,399463000,36,3.76,12347000
10188,501756,BCA Finance,91400000,232831000,60,5.05,4860000
10189,501759,Mandiri Tunas Finance,65100000,250473000,24,4.66,11409000
10190,501762,Maybank Finance,70400000,229300000,36,7.07,7720000
10191,501763,FIFGROUP,98600000,263482000,12,4.59,22964000
10192,501764,Maybank Finance,244300000,460772000,48,9.10,13093000
10193,501765,Maybank Finance,126100000,368627000,24,6.24,17276000
10194,501767,FIFGROUP,78600000,294804000,36,7.64,10065000
10195,501768,FIFGROUP,187300000,605018000,60,6.06,13138000
10196,501769,BFI Finance,114600000,375243000,12,6.69,33362000
10197,501770,BCA Finance,103100000,206812000,12,3.56,17847000
10198,501772,FIFGROUP,658300000,1542386000,36,3.80,47728000
10199,501773,Maybank Finance,51800000,155659000,36,7.28,5268000
10200,501776,FIFGROUP,58100000,123718000,48,8.21,3423000
10201,501777,Astra Credit,170100000,647970000,36,7.80,22210000
10202,501778,BFI Finance,106500000,329952000,36,3.74,10193000
10203,501779,BCA Finance,85600000,169700000,36,4.44,5341000
10204,501781,Mandiri Tunas Finance,79200000,239814000,12,7.80,21543000
10205,501783,FIFGROUP,65700000,144867000,36,8.41,5039000
10206,501784,Adira Finance,113900000,365953000,12,7.91,32908000
10207,501786,BFI Finance,145900000,548627000,60,3.94,10945000
10208,501787,Maybank Finance,109000000,345212000,36,5.03,11036000
10209,501788,BCA Finance,76100000,145456000,12,3.55,12551000
10210,501789,Maybank Finance,44900000,138472000,48,4.54,3408000
10211,501792,BFI Finance,107600000,291889000,12,7.05,26038000
10212,501793,BCA Finance,414200000,873955000,48,9.40,25053000
10213,501794,Mandiri Tunas Finance,239300000,597196000,12,7.49,53493000
